revision,platform,input,colors,domain,config,label,option,precision,precision_label,work_format,preflight_quantizer_retries,MS-SSIM,MS-SSIM_delta_vs_8bit,Delta E00_mean,Delta E00_delta_vs_8bit,Delta Chroma_mean,encoded_bytes,encoded_size_ratio_vs_8bit,speed_runs,median_seconds,q1_seconds,q3_seconds,min_seconds,max_seconds,speed_ratio_vs_8bit,command,assessment_command,speed_command
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,quantizer,heckbert-compat,heckbert / compat,heckbert:profile=compat,8bit,8-bit,rgb888,0,0.949159,0.0,5.151648,0.0,3.552605,122195,1.0,7,0.067136500030756,0.06394008349161595,0.06942858349066228,0.06327350018545985,0.07231566682457924,1.0,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=heckbert:profile=compat -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=heckbert:profile=compat -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,quantizer,heckbert-compat,heckbert / compat,heckbert:profile=compat,float32,float32,rgb-f32,0,0.949079,-7.999999999996898e-05,5.151843,0.00019500000000061135,3.551632,122212,1.0001391218953313,7,0.08151799999177456,0.07752958335913718,0.08459779189433903,0.07718249992467463,0.08739358419552445,1.2142128343662573,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=heckbert:profile=compat -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=heckbert:profile=compat -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,quantizer,heckbert-speed,heckbert / speed,heckbert:profile=speed,8bit,8-bit,rgb888,0,0.949159,0.0,5.151648,0.0,3.552605,122195,1.0,7,0.06580949993804097,0.06308431248180568,0.06729191658087075,0.06264837505295873,0.0721399171743542,1.0,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=heckbert:profile=speed -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=heckbert:profile=speed -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,quantizer,heckbert-speed,heckbert / speed,heckbert:profile=speed,float32,float32,rgb-f32,0,0.949079,-7.999999999996898e-05,5.151843,0.00019500000000061135,3.551632,122212,1.0001391218953313,7,0.0807514579501003,0.07655152096413076,0.0832262709736824,0.07594345789402723,0.08773087500594556,1.2270486483885616,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=heckbert:profile=speed -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=heckbert:profile=speed -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,quantizer,heckbert-quality,heckbert / quality,heckbert:profile=quality,8bit,8-bit,rgb888,0,0.982641,0.0,2.651901,0.0,2.278824,147976,1.0,7,0.07234162488020957,0.0715082079404965,0.07505687442608178,0.07005862519145012,0.08083616709336638,1.0,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=heckbert:profile=quality -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=heckbert:profile=quality -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,quantizer,heckbert-quality,heckbert / quality,heckbert:profile=quality,float32,float32,rgb-f32,0,0.982634,-6.999999999979245e-06,2.651814,-8.700000000017027e-05,2.278654,147941,0.9997634751581338,7,0.08566970797255635,0.08462195843458176,0.09104660444427282,0.08408341719768941,0.09577474999241531,1.1842380941044213,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=heckbert:profile=quality -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=heckbert:profile=quality -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,quantizer,kmeans,k-means,kmeans:seed=1,8bit,8-bit,rgb888,0,0.979406,0.0,2.729795,0.0,2.510939,133234,1.0,7,0.06914929207414389,0.0679636454442516,0.0731467914301902,0.0662062088958919,0.07838858384639025,1.0,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,quantizer,kmeans,k-means,kmeans:seed=1,float32,float32,rgb-f32,0,0.979477,7.100000000004325e-05,2.728859,-0.00093600000000027,2.512238,133349,1.000863143041566,7,0.08185066701844335,0.0806385000469163,0.08519814594183117,0.07957416586577892,0.09248662507161498,1.1836804768829834,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,quantizer,medoids-pam,PAM,medoids:algo=pam:seed=1,8bit,8-bit,rgb888,0,0.976836,0.0,2.835263,0.0,2.420131,134857,1.0,7,0.06486441590823233,0.06408608285710216,0.06863352097570896,0.06326879211701453,0.07167058298364282,1.0,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=medoids:algo=pam:seed=1 -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=medoids:algo=pam:seed=1 -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,quantizer,medoids-pam,PAM,medoids:algo=pam:seed=1,float32,float32,rgb-f32,0,0.976826,-1.0000000000065512e-05,2.834536,-0.0007269999999999222,2.418966,134789,0.9994957621777142,7,0.07849354203790426,0.07693554146680981,0.08313552103936672,0.0758565419819206,0.08591595897451043,1.2101171488070424,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=medoids:algo=pam:seed=1 -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=medoids:algo=pam:seed=1 -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,quantizer,medoids-sample,CLARA,medoids:algo=sample:seed=1,8bit,8-bit,rgb888,0,0.976808,0.0,2.835993,0.0,2.404241,135066,1.0,7,0.07180966716259718,0.06835562491323799,0.07463422894943506,0.06715649995021522,0.07962104212492704,1.0,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=medoids:algo=sample:seed=1 -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=medoids:algo=sample:seed=1 -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,quantizer,medoids-sample,CLARA,medoids:algo=sample:seed=1,float32,float32,rgb-f32,0,0.976801,-6.999999999979245e-06,2.836089,9.599999999965192e-05,2.405777,135027,0.9997112522766648,7,0.08286787499673665,0.08157360448967665,0.08650468743871897,0.07928820792585611,0.09294658317230642,1.153993303006134,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=medoids:algo=sample:seed=1 -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=medoids:algo=sample:seed=1 -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,quantizer,medoids-random,CLARANS,medoids:algo=random:seed=1,8bit,8-bit,rgb888,0,0.976808,0.0,2.835993,0.0,2.404241,135066,1.0,7,0.0856413331348449,0.08323566650506109,0.0867002084851265,0.08312820899300277,0.09036983409896493,1.0,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=medoids:algo=random:seed=1 -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=medoids:algo=random:seed=1 -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,quantizer,medoids-random,CLARANS,medoids:algo=random:seed=1,float32,float32,rgb-f32,0,0.976801,-6.999999999979245e-06,2.836089,9.599999999965192e-05,2.405777,135027,0.9997112522766648,7,0.0997777502052486,0.09748835454229265,0.10047527099959552,0.09722883393988013,0.10555695788934827,1.1650653551614554,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=medoids:algo=random:seed=1 -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=medoids:algo=random:seed=1 -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,quantizer,medoids-bandit,BanditPAM,medoids:algo=bandit:seed=1,8bit,8-bit,rgb888,0,0.976808,0.0,2.835993,0.0,2.404241,135066,1.0,7,0.07293616607785225,0.07237456238362938,0.07426889555063099,0.07024887506850064,0.07946608285419643,1.0,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=medoids:algo=bandit:seed=1 -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=medoids:algo=bandit:seed=1 -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,quantizer,medoids-bandit,BanditPAM,medoids:algo=bandit:seed=1,float32,float32,rgb-f32,0,0.976801,-6.999999999979245e-06,2.836089,9.599999999965192e-05,2.405777,135027,0.9997112522766648,7,0.08612370793707669,0.08554116648156196,0.08950185403227806,0.08333458402194083,0.0952505839522928,1.1808093647964444,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=medoids:algo=bandit:seed=1 -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=medoids:algo=bandit:seed=1 -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,quantizer,center-fft,FFT,center:algo=fft:seed=1,8bit,8-bit,rgb888,0,0.944047,0.0,4.719311,0.0,3.325325,115179,1.0,7,0.06460958393290639,0.063304103910923,0.06615733297076076,0.06248187506571412,0.06895349989645183,1.0,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=center:algo=fft:seed=1 -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=center:algo=fft:seed=1 -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,quantizer,center-fft,FFT,center:algo=fft:seed=1,float32,float32,rgb-f32,0,0.944026,-2.0999999999937735e-05,4.719363,5.200000000016303e-05,3.325291,115101,0.9993227932175136,7,0.0810319168958813,0.07707839598879218,0.08197418751660734,0.07592579186894,0.08658441691659391,1.254177971181932,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=center:algo=fft:seed=1 -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=center:algo=fft:seed=1 -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,quantizer,center-swap,swap,center:algo=swap:seed=1,8bit,8-bit,rgb888,0,0.963054,0.0,3.11914,0.0,2.703445,120839,1.0,7,0.06958495895378292,0.06669554149266332,0.06972549995407462,0.06480258307419717,0.07049587485380471,1.0,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=center:algo=swap:seed=1 -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=center:algo=swap:seed=1 -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,quantizer,center-swap,swap,center:algo=swap:seed=1,float32,float32,rgb-f32,0,0.963039,-1.4999999999987246e-05,3.119465,0.00032500000000013074,2.703403,120837,0.9999834490520445,7,0.08242245903238654,0.08046629163436592,0.08293885458260775,0.07836650009267032,0.08598450012505054,1.1844867090764553,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=center:algo=swap:seed=1 -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=center:algo=swap:seed=1 -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,quantizer,center-hybrid,hybrid,center:algo=hybrid:seed=1,8bit,8-bit,rgb888,0,0.958284,0.0,3.36515,0.0,2.877075,114750,1.0,7,0.07042908295989037,0.0683062708703801,0.07090377085842192,0.06692966585978866,0.07197616598568857,1.0,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=center:algo=hybrid:seed=1 -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=center:algo=hybrid:seed=1 -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,quantizer,center-hybrid,hybrid,center:algo=hybrid:seed=1,float32,float32,rgb-f32,0,0.958287,2.9999999999752447e-06,3.365381,0.0002310000000003143,2.87814,114789,1.0003398692810457,7,0.08404075005091727,0.08152914559468627,0.08535062498413026,0.08026283397339284,0.08876908291131258,1.193267703042205,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=center:algo=hybrid:seed=1 -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=center:algo=hybrid:seed=1 -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,dither,none,none,none:scan=raster,8bit,8-bit,rgb888,0,0.981519,0.0,2.62716,0.0,2.297719,143906,1.0,7,0.07583666709251702,0.07298656250350177,0.07972743746358901,0.07183725014328957,0.08328916691243649,1.0,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=none:scan=raster --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=none:scan=raster --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,dither,none,none,none:scan=raster,float32,float32,rgb-f32,0,0.981508,-1.0999999999983245e-05,2.627948,0.0007880000000000109,2.298898,144042,1.0009450613594986,7,0.08956420794129372,0.08657887496519834,0.09331658342853189,0.0846230830065906,0.09635200002230704,1.1810145589867467,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=none:scan=raster --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=none:scan=raster --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,dither,fs,fs,fs:scan=raster,8bit,8-bit,rgb888,0,0.983473,0.0,3.11959,0.0,2.887216,200212,1.0,7,0.07765124994330108,0.07733004097826779,0.08189735398627818,0.07455783290788531,0.08580795885063708,1.0,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,dither,fs,fs,fs:scan=raster,float32,float32,rgb-f32,0,0.979044,-0.004429000000000016,3.408811,0.28922099999999995,3.183453,210185,1.0498121990689868,7,0.09725079196505249,0.09447447909042239,0.10164154157973826,0.09151183301582932,0.10554450005292892,1.2524047202854105,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,dither,atkinson,atkinson,atkinson:scan=raster,8bit,8-bit,rgb888,0,0.982275,0.0,2.695222,0.0,2.395849,153670,1.0,7,0.08009354188106954,0.07608633302152157,0.08263120846822858,0.07390216598287225,0.0858815829269588,1.0,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=atkinson:scan=raster --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=atkinson:scan=raster --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,dither,atkinson,atkinson,atkinson:scan=raster,float32,float32,rgb-f32,0,0.985955,0.0036800000000000166,2.81226,0.11703800000000042,2.563268,182562,1.188013275200104,7,0.10303900018334389,0.09957104199565947,0.10685935395304114,0.09701725002378225,0.10803574998863041,1.286483251500426,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=atkinson:scan=raster --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=atkinson:scan=raster --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,dither,jajuni,jajuni,jajuni:scan=raster,8bit,8-bit,rgb888,0,0.977471,0.0,3.153563,0.0,2.897464,183713,1.0,7,0.08548799995332956,0.08370729209855199,0.08920437505003065,0.08088770788162947,0.09231595788151026,1.0,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=jajuni:scan=raster --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=jajuni:scan=raster --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,dither,jajuni,jajuni,jajuni:scan=raster,float32,float32,rgb-f32,0,0.976751,-0.0007199999999999429,3.213181,0.05961799999999995,2.968684,188683,1.0270530664678057,7,0.11298575019463897,0.11036954144947231,0.11736818740610033,0.10885774996131659,0.12226308300159872,1.3216562588471041,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=jajuni:scan=raster --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=jajuni:scan=raster --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,dither,stucki,stucki,stucki:scan=raster,8bit,8-bit,rgb888,0,0.984785,0.0,2.846541,0.0,2.60347,178848,1.0,7,0.0840325418394059,0.08024993748404086,0.08635020849760622,0.07924362481571734,0.09071675012819469,1.0,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=stucki:scan=raster --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=stucki:scan=raster --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
