g,condition,cycles_per_pixel,mean_power,bin_count
85,Serpentine / P=0,0.5,15305.03453468474,742
85,Serpentine / P=0,0.50390625,15402.967032955685,692
85,Serpentine / P=0,0.5078125,20038.181681312682,620
85,Serpentine / P=0,0.51171875,17704.683245990927,588
85,Serpentine / P=0,0.515625,21400.536027221297,588
85,Serpentine / P=0,0.51953125,19918.037806704524,544
85,Serpentine / P=0,0.5234375,24508.791233741948,524
85,Serpentine / P=0,0.52734375,24582.00355864312,484
85,Serpentine / P=0,0.53125,29080.644663115236,504
85,Serpentine / P=0,0.53515625,33579.872250620516,456
85,Serpentine / P=0,0.5390625,32807.665624646084,424
85,Serpentine / P=0,0.54296875,41684.16273083651,424
85,Serpentine / P=0,0.546875,41391.026122125295,436
85,Serpentine / P=0,0.55078125,53546.51716295397,400
85,Serpentine / P=0,0.5546875,47847.191527707684,368
85,Serpentine / P=0,0.55859375,53903.5997250028,356
85,Serpentine / P=0,0.5625,49878.57095209144,376
85,Serpentine / P=0,0.56640625,49934.76337619364,344
85,Serpentine / P=0,0.5703125,61325.5129767704,348
85,Serpentine / P=0,0.57421875,47473.857564092876,300
85,Serpentine / P=0,0.578125,55070.00359523231,300
85,Serpentine / P=0,0.58203125,51014.10771288265,312
85,Serpentine / P=0,0.5859375,84458.46016091233,268
85,Serpentine / P=0,0.58984375,70268.35993244208,300
85,Serpentine / P=0,0.59375,75641.77614204542,236
85,Serpentine / P=0,0.59765625,83541.98298743721,260
85,Serpentine / P=0,0.6015625,63879.48165709096,244
85,Serpentine / P=0,0.60546875,56924.44931827338,216
85,Serpentine / P=0,0.609375,72877.71982599412,244
85,Serpentine / P=0,0.61328125,42541.33790469981,200
85,Serpentine / P=0,0.6171875,41867.97997182314,204
85,Serpentine / P=0,0.62109375,37707.62725085997,192
85,Serpentine / P=0,0.625,32031.558047535724,160
85,Serpentine / P=0,0.62890625,39437.14003672658,196
85,Serpentine / P=0,0.6328125,33261.40338199107,152
85,Serpentine / P=0,0.63671875,26170.361583280817,160
85,Serpentine / P=0,0.640625,37674.59426071328,140
85,Serpentine / P=0,0.64453125,24562.377492391654,136
85,Serpentine / P=0,0.6484375,24694.844585683386,128
85,Serpentine / P=0,0.65234375,27950.02038393834,108
85,Serpentine / P=0,0.65625,22523.71594253753,120
85,Serpentine / P=0,0.66015625,25503.212112834433,96
85,Serpentine / P=0,0.6640625,20051.513240772565,96
85,Serpentine / P=0,0.66796875,22802.799573002154,84
85,Serpentine / P=0,0.671875,20562.244820586715,52
85,Serpentine / P=0,0.67578125,21212.67605176727,92
85,Serpentine / P=0,0.6796875,17302.8541280272,40
85,Serpentine / P=0,0.68359375,25943.22058136326,68
85,Serpentine / P=0,0.6875,19295.321309715906,28
85,Serpentine / P=0,0.69140625,22730.96204056203,40
85,Serpentine / P=0,0.6953125,30388.45462000087,20
85,Serpentine / P=0,0.69921875,23414.70128585662,12
85,Serpentine / P=0,0.703125,25225.00337544621,12
85,Serpentine / P=0,0.70703125,3481.0,1
85,Serpentine / P=0.5,0.0,0.0,1
85,Serpentine / P=0.5,0.00390625,222.4017248236728,8
85,Serpentine / P=0.5,0.0078125,152.47944843433777,12
85,Serpentine / P=0.5,0.01171875,93.5890621751607,16
85,Serpentine / P=0.5,0.015625,65.0327781299409,32
85,Serpentine / P=0.5,0.01953125,59.88741766146647,28
85,Serpentine / P=0.5,0.0234375,56.783680142162005,40
85,Serpentine / P=0.5,0.02734375,63.09219104113581,40
85,Serpentine / P=0.5,0.03125,50.227142861535015,48
85,Serpentine / P=0.5,0.03515625,64.70903944918074,68
85,Serpentine / P=0.5,0.0390625,67.56494235122766,56
85,Serpentine / P=0.5,0.04296875,75.32094310392714,72
85,Serpentine / P=0.5,0.046875,70.42366485862624,68
85,Serpentine / P=0.5,0.05078125,72.88751842620304,88
85,Serpentine / P=0.5,0.0546875,79.08027945866695,88
85,Serpentine / P=0.5,0.05859375,83.96528332719555,84
85,Serpentine / P=0.5,0.0625,80.24620430923265,112
85,Serpentine / P=0.5,0.06640625,103.19873010803134,112
85,Serpentine / P=0.5,0.0703125,146.10402071233074,112
85,Serpentine / P=0.5,0.07421875,120.13251802713054,116
85,Serpentine / P=0.5,0.078125,134.90433810542407,112
85,Serpentine / P=0.5,0.08203125,135.15756833930226,144
85,Serpentine / P=0.5,0.0859375,160.55620607113988,140
85,Serpentine / P=0.5,0.08984375,192.56719129234438,144
85,Serpentine / P=0.5,0.09375,173.311865545743,144
85,Serpentine / P=0.5,0.09765625,202.88411650146827,168
85,Serpentine / P=0.5,0.1015625,176.30080543938266,164
85,Serpentine / P=0.5,0.10546875,235.3489210557165,160
85,Serpentine / P=0.5,0.109375,232.59403500580783,184
85,Serpentine / P=0.5,0.11328125,242.77163233987477,172
85,Serpentine / P=0.5,0.1171875,270.0153869772346,200
85,Serpentine / P=0.5,0.12109375,266.4279384422184,192
85,Serpentine / P=0.5,0.125,319.5537100203555,188
85,Serpentine / P=0.5,0.12890625,381.3427919987393,208
85,Serpentine / P=0.5,0.1328125,326.06214112651,224
85,Serpentine / P=0.5,0.13671875,376.0815595966188,224
85,Serpentine / P=0.5,0.140625,408.4709415995756,228
85,Serpentine / P=0.5,0.14453125,347.92583177498256,224
85,Serpentine / P=0.5,0.1484375,395.30576276148116,248
85,Serpentine / P=0.5,0.15234375,493.1014200356626,236
85,Serpentine / P=0.5,0.15625,464.9085196082125,264
85,Serpentine / P=0.5,0.16015625,485.51469574483536,248
85,Serpentine / P=0.5,0.1640625,510.8389467362688,264
85,Serpentine / P=0.5,0.16796875,628.9122303725321,276
85,Serpentine / P=0.5,0.171875,528.4675660650352,264
85,Serpentine / P=0.5,0.17578125,604.522815053323,288
85,Serpentine / P=0.5,0.1796875,553.2055632569992,276
85,Serpentine / P=0.5,0.18359375,736.2699581302702,304
85,Serpentine / P=0.5,0.1875,701.8818162530174,304
85,Serpentine / P=0.5,0.19140625,777.6798094095169,312
85,Serpentine / P=0.5,0.1953125,846.864220590216,316
85,Serpentine / P=0.5,0.19921875,827.4170146817274,320
85,Serpentine / P=0.5,0.203125,891.8713893416841,344
85,Serpentine / P=0.5,0.20703125,928.4811886855175,316
85,Serpentine / P=0.5,0.2109375,1022.2301810150225,336
85,Serpentine / P=0.5,0.21484375,1087.2803809203563,352
85,Serpentine / P=0.5,0.21875,1100.2315835437219,340
85,Serpentine / P=0.5,0.22265625,1275.4246544773964,376
85,Serpentine / P=0.5,0.2265625,1265.2763480270594,336
85,Serpentine / P=0.5,0.23046875,1339.280557524961,392
85,Serpentine / P=0.5,0.234375,1514.0516543199758,380
85,Serpentine / P=0.5,0.23828125,1403.8104645161436,368
85,Serpentine / P=0.5,0.2421875,1588.2019494127467,400
85,Serpentine / P=0.5,0.24609375,1549.3684816040661,364
85,Serpentine / P=0.5,0.25,1731.9221782786074,440
85,Serpentine / P=0.5,0.25390625,1837.7626536293733,400
85,Serpentine / P=0.5,0.2578125,1992.1011070003665,424
85,Serpentine / P=0.5,0.26171875,2072.107306349759,420
85,Serpentine / P=0.5,0.265625,2511.3543408220103,416
85,Serpentine / P=0.5,0.26953125,2350.6138609353075,448
85,Serpentine / P=0.5,0.2734375,2473.830925381668,428
85,Serpentine / P=0.5,0.27734375,2835.214661623,432
85,Serpentine / P=0.5,0.28125,2796.735443985184,480
85,Serpentine / P=0.5,0.28515625,2925.803312129492,444
85,Serpentine / P=0.5,0.2890625,3357.460804606176,472
85,Serpentine / P=0.5,0.29296875,3282.626099453982,456
85,Serpentine / P=0.5,0.296875,3700.133907601546,488
85,Serpentine / P=0.5,0.30078125,3763.5430722078604,500
85,Serpentine / P=0.5,0.3046875,4070.924636500994,472
85,Serpentine / P=0.5,0.30859375,4661.903864152341,496
85,Serpentine / P=0.5,0.3125,4387.086692592911,492
85,Serpentine / P=0.5,0.31640625,5015.8149633030625,536
85,Serpentine / P=0.5,0.3203125,5917.101647831872,512
85,Serpentine / P=0.5,0.32421875,5461.221284711524,512
85,Serpentine / P=0.5,0.328125,5762.066166406204,516
85,Serpentine / P=0.5,0.33203125,7172.9631094973465,552
85,Serpentine / P=0.5,0.3359375,8084.8773754771,544
85,Serpentine / P=0.5,0.33984375,7436.9811896436195,540
85,Serpentine / P=0.5,0.34375,10066.841110260135,536
85,Serpentine / P=0.5,0.34765625,9001.463109081575,584
85,Serpentine / P=0.5,0.3515625,9070.615638831407,556
85,Serpentine / P=0.5,0.35546875,8819.089050667118,576
85,Serpentine / P=0.5,0.359375,11277.642356933864,568
85,Serpentine / P=0.5,0.36328125,11174.672543470957,592
85,Serpentine / P=0.5,0.3671875,12760.952711506488,580
85,Serpentine / P=0.5,0.37109375,11527.631819414992,592
85,Serpentine / P=0.5,0.375,11859.426974788837,600
85,Serpentine / P=0.5,0.37890625,12126.377320231753,612
85,Serpentine / P=0.5,0.3828125,12289.309039295513,664
85,Serpentine / P=0.5,0.38671875,12184.1024315499,592
85,Serpentine / P=0.5,0.390625,14343.959264363773,640
85,Serpentine / P=0.5,0.39453125,14755.973889428478,596
85,Serpentine / P=0.5,0.3984375,14678.346302824602,664
85,Serpentine / P=0.5,0.40234375,13561.655021330234,672
85,Serpentine / P=0.5,0.40625,14618.877818656541,620
85,Serpentine / P=0.5,0.41015625,16413.97221327435,664
85,Serpentine / P=0.5,0.4140625,14761.413067530653,656
85,Serpentine / P=0.5,0.41796875,16037.95132236305,680
85,Serpentine / P=0.5,0.421875,17320.700786293786,692
85,Serpentine / P=0.5,0.42578125,16813.156905808122,672
85,Serpentine / P=0.5,0.4296875,16491.273384258177,720
85,Serpentine / P=0.5,0.43359375,17347.234092348524,668
85,Serpentine / P=0.5,0.4375,17283.370000416173,704
85,Serpentine / P=0.5,0.44140625,16855.427932981005,704
85,Serpentine / P=0.5,0.4453125,17383.181358865924,716
85,Serpentine / P=0.5,0.44921875,18997.322713005302,744
85,Serpentine / P=0.5,0.453125,17092.912332323685,728
85,Serpentine / P=0.5,0.45703125,17637.748683358976,728
85,Serpentine / P=0.5,0.4609375,17009.557850164292,724
85,Serpentine / P=0.5,0.46484375,19453.505225359757,736
85,Serpentine / P=0.5,0.46875,20717.44263181778,776
85,Serpentine / P=0.5,0.47265625,17766.165416545624,772
85,Serpentine / P=0.5,0.4765625,20289.567293429773,768
85,Serpentine / P=0.5,0.48046875,17032.15798303533,792
85,Serpentine / P=0.5,0.484375,19511.571964043007,760
85,Serpentine / P=0.5,0.48828125,20492.26175047586,780
85,Serpentine / P=0.5,0.4921875,19132.673755291748,776
85,Serpentine / P=0.5,0.49609375,20583.589458193295,832
85,Serpentine / P=0.5,0.5,21221.087419324496,742
85,Serpentine / P=0.5,0.50390625,23040.538549336216,692
85,Serpentine / P=0.5,0.5078125,22791.949605050075,620
85,Serpentine / P=0.5,0.51171875,26743.864556994256,588
85,Serpentine / P=0.5,0.515625,23966.30906551602,588
85,Serpentine / P=0.5,0.51953125,23639.829786623155,544
85,Serpentine / P=0.5,0.5234375,27903.596573502135,524
85,Serpentine / P=0.5,0.52734375,27303.53519018756,484
85,Serpentine / P=0.5,0.53125,28756.110498601847,504
85,Serpentine / P=0.5,0.53515625,37766.76997935573,456
85,Serpentine / P=0.5,0.5390625,36848.528735652064,424
85,Serpentine / P=0.5,0.54296875,35394.859698773675,424
85,Serpentine / P=0.5,0.546875,31792.45361033403,436
85,Serpentine / P=0.5,0.55078125,35627.888808621225,400
85,Serpentine / P=0.5,0.5546875,43949.33667870899,368
85,Serpentine / P=0.5,0.55859375,38909.18165037575,356
85,Serpentine / P=0.5,0.5625,37846.40691710635,376
85,Serpentine / P=0.5,0.56640625,35591.45529800266,344
85,Serpentine / P=0.5,0.5703125,37468.130872217946,348
85,Serpentine / P=0.5,0.57421875,45247.704511486314,300
85,Serpentine / P=0.5,0.578125,42094.680853037804,300
85,Serpentine / P=0.5,0.58203125,47288.5510486397,312
85,Serpentine / P=0.5,0.5859375,38602.98109634862,268
85,Serpentine / P=0.5,0.58984375,40129.797624556275,300
85,Serpentine / P=0.5,0.59375,42969.41055035277,236
85,Serpentine / P=0.5,0.59765625,42220.437706526194,260
85,Serpentine / P=0.5,0.6015625,46905.97973923252,244
85,Serpentine / P=0.5,0.60546875,34823.69940142772,216
85,Serpentine / P=0.5,0.609375,45785.899731515114,244
85,Serpentine / P=0.5,0.61328125,44414.77603895289,200
85,Serpentine / P=0.5,0.6171875,41286.97949082167,204
85,Serpentine / P=0.5,0.62109375,40743.71904198132,192
85,Serpentine / P=0.5,0.625,38242.22768834124,160
85,Serpentine / P=0.5,0.62890625,39850.809334162,196
85,Serpentine / P=0.5,0.6328125,32946.288657259924,152
85,Serpentine / P=0.5,0.63671875,31822.22634598639,160
85,Serpentine / P=0.5,0.640625,37121.987692027695,140
85,Serpentine / P=0.5,0.64453125,29893.26309633603,136
85,Serpentine / P=0.5,0.6484375,32271.66446182698,128
85,Serpentine / P=0.5,0.65234375,27152.078282969418,108
85,Serpentine / P=0.5,0.65625,33506.068152870386,120
85,Serpentine / P=0.5,0.66015625,28565.556507139336,96
85,Serpentine / P=0.5,0.6640625,28512.14566329856,96
85,Serpentine / P=0.5,0.66796875,30350.837724844776,84
85,Serpentine / P=0.5,0.671875,19036.30672140093,52
85,Serpentine / P=0.5,0.67578125,34353.96121990761,92
85,Serpentine / P=0.5,0.6796875,30441.326126406748,40
85,Serpentine / P=0.5,0.68359375,32101.155579421367,68
85,Serpentine / P=0.5,0.6875,32609.229251536686,28
85,Serpentine / P=0.5,0.69140625,18388.978155698984,40
85,Serpentine / P=0.5,0.6953125,22171.36103338353,20
85,Serpentine / P=0.5,0.69921875,34441.054299789386,12
85,Serpentine / P=0.5,0.703125,32918.20703770576,12
85,Serpentine / P=0.5,0.70703125,84100.0,1
128,FS / P=0,0.0,0.0,1
128,FS / P=0,0.00390625,61.39016932543935,8
128,FS / P=0,0.0078125,34.06034113031513,12
128,FS / P=0,0.01171875,24.289906328581704,16
128,FS / P=0,0.015625,19.425471817406805,32
128,FS / P=0,0.01953125,27.766946250396746,28
128,FS / P=0,0.0234375,19.076868504106532,40
128,FS / P=0,0.02734375,21.337208431637816,40
128,FS / P=0,0.03125,20.46024492779071,48
128,FS / P=0,0.03515625,24.842829597483178,68
128,FS / P=0,0.0390625,26.29048689066775,56
128,FS / P=0,0.04296875,47.15177789731211,72
128,FS / P=0,0.046875,41.11664177155211,68
128,FS / P=0,0.05078125,53.96541351820288,88
128,FS / P=0,0.0546875,86.66833535890925,88
128,FS / P=0,0.05859375,70.69964464166212,84
128,FS / P=0,0.0625,89.74127872863804,112
128,FS / P=0,0.06640625,137.82033865154298,112
128,FS / P=0,0.0703125,238.5059227758949,112
128,FS / P=0,0.07421875,357.939623527634,116
128,FS / P=0,0.078125,945.4006031138359,112
128,FS / P=0,0.08203125,1494.1917504252147,144
128,FS / P=0,0.0859375,709.1276607369509,140
128,FS / P=0,0.08984375,332.5664760981146,144
128,FS / P=0,0.09375,380.503006597786,144
128,FS / P=0,0.09765625,329.5589449190819,168
128,FS / P=0,0.1015625,216.25479917697206,164
128,FS / P=0,0.10546875,172.07702719978286,160
128,FS / P=0,0.109375,178.96906509157378,184
128,FS / P=0,0.11328125,166.45393724596164,172
128,FS / P=0,0.1171875,140.13257610640323,200
128,FS / P=0,0.12109375,187.5078690889205,192
128,FS / P=0,0.125,220.92532970622878,188
128,FS / P=0,0.12890625,263.56553410470326,208
128,FS / P=0,0.1328125,302.15319542768844,224
128,FS / P=0,0.13671875,247.329413470476,224
128,FS / P=0,0.140625,189.90746232639327,228
128,FS / P=0,0.14453125,238.1684449252711,224
128,FS / P=0,0.1484375,237.50454077697916,248
128,FS / P=0,0.15234375,224.4001676326356,236
128,FS / P=0,0.15625,229.22029932818072,264
128,FS / P=0,0.16015625,422.0874787054082,248
128,FS / P=0,0.1640625,975.2314309071072,264
128,FS / P=0,0.16796875,375.81295597746976,276
128,FS / P=0,0.171875,241.4703681910924,264
128,FS / P=0,0.17578125,233.75660014273456,288
128,FS / P=0,0.1796875,261.2967884507603,276
128,FS / P=0,0.18359375,225.41211155764597,304
128,FS / P=0,0.1875,199.8458082102536,304
128,FS / P=0,0.19140625,207.2432632892067,312
128,FS / P=0,0.1953125,209.7590543112011,316
128,FS / P=0,0.19921875,200.64140481119045,320
128,FS / P=0,0.203125,201.8264558479122,344
128,FS / P=0,0.20703125,258.2193326744471,316
128,FS / P=0,0.2109375,219.86755874386304,336
128,FS / P=0,0.21484375,239.77288419665427,352
128,FS / P=0,0.21875,262.25656595377995,340
128,FS / P=0,0.22265625,217.4828232934215,376
128,FS / P=0,0.2265625,226.37171937230562,336
128,FS / P=0,0.23046875,218.87336824954457,392
128,FS / P=0,0.234375,270.2061397062673,380
128,FS / P=0,0.23828125,320.879385852763,368
128,FS / P=0,0.2421875,494.6291276551147,400
128,FS / P=0,0.24609375,754.9442780544763,364
128,FS / P=0,0.25,1024.943437034507,440
128,FS / P=0,0.25390625,570.3571894857706,400
128,FS / P=0,0.2578125,635.4264742430249,424
128,FS / P=0,0.26171875,746.8179224983775,420
128,FS / P=0,0.265625,587.9445567125217,416
128,FS / P=0,0.26953125,501.64242760490896,448
128,FS / P=0,0.2734375,535.5557014959737,428
128,FS / P=0,0.27734375,378.9773393851484,432
128,FS / P=0,0.28125,493.2703694037963,480
128,FS / P=0,0.28515625,504.04780497089183,444
128,FS / P=0,0.2890625,368.9264536423861,472
128,FS / P=0,0.29296875,419.80805479419115,456
128,FS / P=0,0.296875,452.87193259176365,488
128,FS / P=0,0.30078125,592.0784766999116,500
128,FS / P=0,0.3046875,560.4045663673531,472
128,FS / P=0,0.30859375,569.7568252186757,496
128,FS / P=0,0.3125,490.501123172705,492
128,FS / P=0,0.31640625,578.6980374882816,536
128,FS / P=0,0.3203125,575.858841573981,512
128,FS / P=0,0.32421875,550.8333183627476,512
128,FS / P=0,0.328125,809.5551653086337,516
128,FS / P=0,0.33203125,688.325923189259,552
128,FS / P=0,0.3359375,587.9427291597201,544
128,FS / P=0,0.33984375,512.6629210228288,540
128,FS / P=0,0.34375,680.4219078712608,536
128,FS / P=0,0.34765625,664.3829228503072,584
128,FS / P=0,0.3515625,706.9889509014785,556
128,FS / P=0,0.35546875,726.7012404759832,576
128,FS / P=0,0.359375,807.3507741106434,568
128,FS / P=0,0.36328125,856.8270964796653,592
128,FS / P=0,0.3671875,865.0072428134725,580
128,FS / P=0,0.37109375,1213.124198021939,592
128,FS / P=0,0.375,2962.0608119945987,600
128,FS / P=0,0.37890625,4164.045960477907,612
128,FS / P=0,0.3828125,2642.2262933506545,664
128,FS / P=0,0.38671875,2002.135853598369,592
128,FS / P=0,0.390625,1995.5117615788538,640
128,FS / P=0,0.39453125,3191.164880973987,596
128,FS / P=0,0.3984375,2317.765123498591,664
128,FS / P=0,0.40234375,1957.0502107405835,672
128,FS / P=0,0.40625,2054.7175806667524,620
128,FS / P=0,0.41015625,2159.4646186920313,664
128,FS / P=0,0.4140625,2203.168891798628,656
128,FS / P=0,0.41796875,1635.3203561358055,680
128,FS / P=0,0.421875,1914.5733298292055,692
128,FS / P=0,0.42578125,2300.7377235895797,672
128,FS / P=0,0.4296875,2487.4539949960636,720
128,FS / P=0,0.43359375,2578.4012610838367,668
128,FS / P=0,0.4375,2471.044794586568,704
128,FS / P=0,0.44140625,1966.729333440024,704
128,FS / P=0,0.4453125,2027.2191738038516,716
128,FS / P=0,0.44921875,2199.2850457139557,744
128,FS / P=0,0.453125,2359.887934235226,728
128,FS / P=0,0.45703125,2162.545769884632,728
128,FS / P=0,0.4609375,2432.8094293534336,724
128,FS / P=0,0.46484375,3187.3078439114533,736
128,FS / P=0,0.46875,2981.234384233934,776
128,FS / P=0,0.47265625,4467.611086419962,772
128,FS / P=0,0.4765625,3988.8924736496415,768
128,FS / P=0,0.48046875,5397.484184170638,792
128,FS / P=0,0.484375,4798.057599169341,760
128,FS / P=0,0.48828125,5341.106331079593,780
128,FS / P=0,0.4921875,7721.997379043226,776
128,FS / P=0,0.49609375,15704.321408650878,832
128,FS / P=0,0.5,34671.29799181485,742
128,FS / P=0,0.50390625,21550.082998055357,692
128,FS / P=0,0.5078125,23948.44484071485,620
128,FS / P=0,0.51171875,27879.49527971589,588
128,FS / P=0,0.515625,22329.86757260372,588
128,FS / P=0,0.51953125,14213.316669553675,544
128,FS / P=0,0.5234375,21165.873059177415,524
128,FS / P=0,0.52734375,13700.089104737142,484
128,FS / P=0,0.53125,24746.92075261203,504
128,FS / P=0,0.53515625,17674.307872607424,456
128,FS / P=0,0.5390625,21699.311293894825,424
128,FS / P=0,0.54296875,22431.66218716099,424
128,FS / P=0,0.546875,21572.31018940908,436
128,FS / P=0,0.55078125,20136.125867018854,400
128,FS / P=0,0.5546875,14371.805079734915,368
128,FS / P=0,0.55859375,32527.115730789308,356
128,FS / P=0,0.5625,25611.637473986288,376
128,FS / P=0,0.56640625,31868.00692360949,344
128,FS / P=0,0.5703125,18076.016105237417,348
128,FS / P=0,0.57421875,20763.819724535184,300
128,FS / P=0,0.578125,24277.18371708819,300
128,FS / P=0,0.58203125,16151.511280286106,312
128,FS / P=0,0.5859375,30643.753987930155,268
128,FS / P=0,0.58984375,29545.537071474635,300
128,FS / P=0,0.59375,31126.423886281744,236
128,FS / P=0,0.59765625,33966.773791431624,260
128,FS / P=0,0.6015625,50500.6227447835,244
128,FS / P=0,0.60546875,37708.01306003453,216
128,FS / P=0,0.609375,37513.31364175658,244
128,FS / P=0,0.61328125,49753.23073416809,200
128,FS / P=0,0.6171875,53812.89452566979,204
128,FS / P=0,0.62109375,44864.209629764744,192
128,FS / P=0,0.625,46012.267225022144,160
128,FS / P=0,0.62890625,21036.388720927873,196
128,FS / P=0,0.6328125,37348.04811580581,152
128,FS / P=0,0.63671875,29616.337772350984,160
128,FS / P=0,0.640625,77132.79021413483,140
128,FS / P=0,0.64453125,163546.79350466988,136
128,FS / P=0,0.6484375,112082.32647655299,128
128,FS / P=0,0.65234375,154591.94168150722,108
128,FS / P=0,0.65625,101968.74984708628,120
128,FS / P=0,0.66015625,289651.6629943559,96
128,FS / P=0,0.6640625,85503.59840999168,96
128,FS / P=0,0.66796875,416493.29210229265,84
128,FS / P=0,0.671875,237160.29605509987,52
128,FS / P=0,0.67578125,536421.5241529935,92
128,FS / P=0,0.6796875,364041.0145402929,40
128,FS / P=0,0.68359375,457482.43802459695,68
128,FS / P=0,0.6875,192113.92569884224,28
128,FS / P=0,0.69140625,522541.5717421494,40
128,FS / P=0,0.6953125,2239584.5932263555,20
128,FS / P=0,0.69921875,2246226.188887158,12
128,FS / P=0,0.703125,1930337.423866634,12
128,FS / P=0,0.70703125,261145600.0,1
128,FS / P=0.5,0.0,0.0,1
128,FS / P=0.5,0.00390625,15.523603759956279,8
128,FS / P=0.5,0.0078125,13.81410496085359,12
128,FS / P=0.5,0.01171875,7.18209704928203,16
128,FS / P=0.5,0.015625,13.76776628370403,32
128,FS / P=0.5,0.01953125,18.89935371795126,28
128,FS / P=0.5,0.0234375,23.764489714207716,40
128,FS / P=0.5,0.02734375,29.47971346852477,40
128,FS / P=0.5,0.03125,47.688701496779515,48
128,FS / P=0.5,0.03515625,27.114969833265835,68
128,FS / P=0.5,0.0390625,36.864107664099414,56
128,FS / P=0.5,0.04296875,41.522542138377915,72
128,FS / P=0.5,0.046875,63.21642307993269,68
128,FS / P=0.5,0.05078125,64.77363652618425,88
128,FS / P=0.5,0.0546875,68.01653631619463,88
128,FS / P=0.5,0.05859375,123.61288711428386,84
128,FS / P=0.5,0.0625,115.58128614180525,112
128,FS / P=0.5,0.06640625,94.00393330030886,112
128,FS / P=0.5,0.0703125,124.33302044627953,112
128,FS / P=0.5,0.07421875,154.3246063726338,116
128,FS / P=0.5,0.078125,170.95889881826164,112
128,FS / P=0.5,0.08203125,172.4891513870221,144
128,FS / P=0.5,0.0859375,168.62578166789186,140
128,FS / P=0.5,0.08984375,191.57117270146696,144
128,FS / P=0.5,0.09375,195.7877868207112,144
128,FS / P=0.5,0.09765625,223.3340584615109,168
128,FS / P=0.5,0.1015625,259.99869034663163,164
128,FS / P=0.5,0.10546875,341.2044326385477,160
128,FS / P=0.5,0.109375,225.83627233294172,184
128,FS / P=0.5,0.11328125,269.14432467550887,172
128,FS / P=0.5,0.1171875,238.18292539900628,200
128,FS / P=0.5,0.12109375,264.15024192930133,192
128,FS / P=0.5,0.125,289.5867689754596,188
128,FS / P=0.5,0.12890625,306.9366787315764,208
128,FS / P=0.5,0.1328125,286.0239854919416,224
128,FS / P=0.5,0.13671875,306.30943334956163,224
128,FS / P=0.5,0.140625,342.10221162668324,228
128,FS / P=0.5,0.14453125,227.41664052113825,224
128,FS / P=0.5,0.1484375,337.0295217899932,248
128,FS / P=0.5,0.15234375,282.9418055063732,236
128,FS / P=0.5,0.15625,322.9333338839229,264
128,FS / P=0.5,0.16015625,268.74056794380175,248
128,FS / P=0.5,0.1640625,331.1918778635483,264
128,FS / P=0.5,0.16796875,341.8367333408912,276
128,FS / P=0.5,0.171875,375.18752838152017,264
128,FS / P=0.5,0.17578125,322.44887482174425,288
128,FS / P=0.5,0.1796875,327.4448278875867,276
128,FS / P=0.5,0.18359375,349.0913252562014,304
128,FS / P=0.5,0.1875,379.25929324508724,304
128,FS / P=0.5,0.19140625,407.63853257777515,312
128,FS / P=0.5,0.1953125,383.81413474778486,316
128,FS / P=0.5,0.19921875,422.9518578921346,320
128,FS / P=0.5,0.203125,458.05287984319443,344
128,FS / P=0.5,0.20703125,450.2452453940911,316
128,FS / P=0.5,0.2109375,416.59607509910694,336
128,FS / P=0.5,0.21484375,485.2597124727333,352
128,FS / P=0.5,0.21875,405.11261199415645,340
128,FS / P=0.5,0.22265625,451.3539099730559,376
128,FS / P=0.5,0.2265625,527.960171196925,336
128,FS / P=0.5,0.23046875,424.650691721215,392
128,FS / P=0.5,0.234375,552.5402352813047,380
128,FS / P=0.5,0.23828125,519.0226527586511,368
128,FS / P=0.5,0.2421875,519.6066978262138,400
128,FS / P=0.5,0.24609375,616.4297242253828,364
128,FS / P=0.5,0.25,492.5178733021094,440
128,FS / P=0.5,0.25390625,599.7797985725302,400
128,FS / P=0.5,0.2578125,559.7559886435571,424
128,FS / P=0.5,0.26171875,611.4943646507204,420
128,FS / P=0.5,0.265625,777.1417703276819,416
128,FS / P=0.5,0.26953125,713.2025433290636,448
128,FS / P=0.5,0.2734375,711.9011427819994,428
128,FS / P=0.5,0.27734375,743.2034027701754,432
128,FS / P=0.5,0.28125,630.5661177537726,480
128,FS / P=0.5,0.28515625,652.8212015487967,444
128,FS / P=0.5,0.2890625,640.7581254569687,472
128,FS / P=0.5,0.29296875,770.570967874715,456
128,FS / P=0.5,0.296875,812.5372627992417,488
128,FS / P=0.5,0.30078125,697.1034273653268,500
128,FS / P=0.5,0.3046875,902.5829619060589,472
128,FS / P=0.5,0.30859375,838.769477120301,496
128,FS / P=0.5,0.3125,869.245950166555,492
128,FS / P=0.5,0.31640625,1009.8462630460014,536
128,FS / P=0.5,0.3203125,954.096488758515,512
128,FS / P=0.5,0.32421875,951.8885950785211,512
128,FS / P=0.5,0.328125,1006.9792709859329,516
128,FS / P=0.5,0.33203125,941.9208373582373,552
128,FS / P=0.5,0.3359375,1128.8196342941087,544
128,FS / P=0.5,0.33984375,1199.1618700716695,540
128,FS / P=0.5,0.34375,1252.3225862528045,536
128,FS / P=0.5,0.34765625,1312.050860339992,584
128,FS / P=0.5,0.3515625,1478.3968405641442,556
128,FS / P=0.5,0.35546875,1382.632823522627,576
128,FS / P=0.5,0.359375,1402.2905501481837,568
128,FS / P=0.5,0.36328125,1597.201691627269,592
128,FS / P=0.5,0.3671875,1545.777689279011,580
128,FS / P=0.5,0.37109375,1604.3540857715361,592
