revision,method,frequency_nyquist,radial_power_db,radial_anisotropy_db
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.0078125,-36.89409592855295,-8.511771111236946
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.0234375,-33.67932595787738,-7.236711152434401
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.0390625,-32.16483542344263,-2.246888617895397
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.0546875,-31.7333694495851,-6.457779823128465
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.0703125,-30.0136588254837,-3.834670722960891
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.0859375,-29.220204236599837,-4.5852070891657135
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.1015625,-28.0166468089889,-2.6813467454304667
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.1171875,-26.421998360317946,-3.809104230204352
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.1328125,-25.3569462562182,-4.126312186125634
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.1484375,-24.76397872521057,-6.387190191736871
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.1640625,-23.528068058151973,-3.8180882745383906
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.1796875,-22.143239434603142,-5.061528469110263
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.1953125,-21.590034960748135,-6.4884010659767055
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.2109375,-20.122685540458583,-3.0943130363367044
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.2265625,-19.199083261049434,-5.484967806737639
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.2421875,-19.27466307679168,-4.536557759536422
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.2578125,-17.72874130944057,-6.568401172738493
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.2734375,-16.643189146334393,-7.450010444217976
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.2890625,-16.081420998967324,-6.971969808020479
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.3046875,-15.271947606084098,-8.797990310297573
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.3203125,-14.781364533086808,-5.677597631081346
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.3359375,-13.47363933245504,-6.038475240130489
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.3515625,-12.58672718678518,-3.9386028198267082
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.3671875,-11.555446436940374,-3.308496289091591
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.3828125,-10.9722084396145,-3.1930392292639236
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.3984375,-10.563328019963453,-3.5564576313951166
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.4140625,-10.024986246782984,-3.7555166275085314
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.4296875,-10.034571882345048,-4.577033910425897
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.4453125,-9.292234901333382,-5.4607908071386895
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.4609375,-9.022697667298306,-6.843174195679355
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.4765625,-9.117482590962798,-9.194102410506996
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.4921875,-8.542448882999304,-6.056472217786663
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.5078125,-7.665032014308183,-6.957525601713671
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.5234375,-7.03789393365188,-5.312182375231611
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.5390625,-6.525760079279807,-7.389595483496222
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.5546875,-5.575952282478806,-7.619371813991576
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.5703125,-4.812896290575994,-6.282728208412529
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.5859375,-4.415628859495435,-5.662580536502815
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.6015625,-3.295142407405952,-5.469480081300334
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.6171875,-2.4969620573796676,-5.629336473810403
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.6328125,-1.9317812499921394,-5.6848036812136975
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.6484375,-1.0276950959805142,-4.770155223132255
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.6640625,-0.5536208596169158,-5.647905259428238
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.6796875,0.14535186074648018,-5.227648393871918
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.6953125,0.621177485623388,-5.832580999348403
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.7109375,0.9110553376654668,-5.0784748146016865
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.7265625,1.361304344257781,-4.106792221364278
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.7421875,1.9110582673563155,-3.3490570146397767
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.7578125,2.0602484786338153,-3.545675299607404
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.7734375,1.612324116879988,-4.96788901671278
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.7890625,2.153850270524874,-5.173476383660982
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.8046875,2.2475898224772086,-3.843713605491124
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.8203125,1.6816111658971402,-5.1999609674501945
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.8359375,2.0053204006081584,-2.896440142619545
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.8515625,1.969442038763812,-3.424223384848219
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.8671875,2.5800744206654818,-1.4718183026247655
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.8828125,1.8664113049785462,-1.5183674918345265
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.8984375,1.913380615484193,-0.9430390373742721
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.9140625,2.5547834924106323,-0.28221781014927366
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.9296875,2.4132814146469923,-0.32343217358801163
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.9453125,2.478164156507149,-0.2192113553586495
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.9609375,2.388847520791095,-1.2765470752803665
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.9765625,3.0619003516690446,0.42747610614481596
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,stucki,0.9921875,3.4908809400684593,1.2128995438371928
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.0078125,-31.10113380755578,-2.0001804757133064
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.0234375,-43.033219305658974,2.058445961020678
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.0390625,-37.381652470249975,1.9792863923813866
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.0546875,-34.83308881235842,-0.22060719547157348
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.0703125,-31.046668171341125,-1.1207830119030773
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.0859375,-29.211648399081255,-1.7566376364633542
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.1015625,-27.793699522273826,-0.9901728842074875
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.1171875,-27.424358674991325,-1.268433792582593
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.1328125,-26.6263817804207,-1.352106336867488
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.1484375,-24.445541182143167,-2.3683234060690967
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.1640625,-23.796990471715468,-3.3420574813948445
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.1796875,-21.423817984575066,-2.3959236852004056
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.1953125,-21.55054812218343,-4.708035923799389
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.2109375,-20.31327042093065,-1.9448938879765403
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.2265625,-20.046235629705357,-5.06124211697032
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.2421875,-18.8553475202096,-4.348295903515093
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.2578125,-18.345472073010043,-5.4611547813116355
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.2734375,-17.72608161492323,-5.09755302056884
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.2890625,-16.995872067219352,-3.584697785561064
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.3046875,-16.5358592250083,-8.33707517746374
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.3203125,-15.882051346806625,-5.567000848765518
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.3359375,-15.58977637229738,-6.1012631414075935
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.3515625,-14.99427380265965,-6.0367357038103195
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.3671875,-13.995394590444025,-6.688711325027112
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.3828125,-13.189293696925198,-5.397292516140651
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.3984375,-12.467798991346722,-5.2842364517377485
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.4140625,-11.785664651733342,-5.348445891491665
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.4296875,-11.616621666309,-4.466309992676336
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.4453125,-10.374029899242657,-3.2722136275287914
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.4609375,-10.046056947869662,-5.259404560318962
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.4765625,-8.940327524480395,-5.223655909778262
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.4921875,-8.365853468542744,-4.470563578717278
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.5078125,-6.928751523823998,-1.905225600821614
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.5234375,-6.609715933908919,-3.6091792429128224
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.5390625,-5.68494298877369,-2.734885075869806
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.5546875,-5.167628608202417,-3.5708440154528507
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.5703125,-4.712935649649582,-2.4922559581809973
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.5859375,-3.913879621807517,-2.0443783557015505
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.6015625,-3.630767425364925,-2.0550071117473974
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.6171875,-3.100358311470641,-2.418800771272302
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.6328125,-2.4102384992713137,-1.8277230784256027
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.6484375,-1.6376137641579436,-1.1582489080864302
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.6640625,-1.6505551002150851,-2.282752896231353
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.6796875,-0.9727748511259051,-1.9948566669373364
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.6953125,-0.64695215744792,-1.9490599528831325
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.7109375,-0.5351685967450457,-2.69179159032726
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.7265625,0.07101184544865174,-3.644219150375032
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.7421875,0.39493970359419933,-3.702152084069685
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.7578125,0.8487719854741174,-2.0480930335971017
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.7734375,0.8484269937563282,-3.8638474027887333
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.7890625,1.0769293625200786,-4.5996076153413625
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.8046875,1.2688314062863206,-5.364693072432939
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.8203125,1.334999215101944,-5.106231628568846
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.8359375,1.6670267981468987,-4.060460615359448
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.8515625,1.989837371555928,-4.498618205965719
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.8671875,2.343071936871694,-3.6308811058019597
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.8828125,2.998043502043008,-3.6096496436407506
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.8984375,3.7979925204198928,-1.206038625848525
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.9140625,3.4184502937948897,-1.390574551093807
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.9296875,3.2049616217093346,-1.9169618440637133
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.9453125,3.2916317439413714,-1.804831383998695
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.9609375,3.614968379217248,-2.134750750088457
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.9765625,3.2354867997172256,-1.6712850896747202
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,burkes,0.9921875,3.4613949045369754,0.6709696963210955
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.0078125,-34.25500281613942,-2.073835334062531
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.0234375,-39.359110937877574,0.6600259826517834
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.0390625,-33.855784886433156,1.1189911536700186
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.0546875,-31.85321111247484,0.4979927189539566
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.0703125,-29.753027355912,-1.68805965171657
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.0859375,-29.228704513349562,-1.9322164762061593
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.1015625,-27.547815080761474,-1.6392434499590525
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.1171875,-25.698201791228342,-1.297786867662887
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.1328125,-23.64369395732085,-0.3384661786900759
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.1484375,-23.104345734316254,-2.8735692682046645
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.1640625,-21.38098010986189,-2.427967103300908
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.1796875,-20.593247012056118,-2.8861134556488715
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.1953125,-20.294097064829803,-5.857914363310207
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.2109375,-19.189774726282746,-6.6303204038102095
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.2265625,-17.84726837078898,-4.409402874218853
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.2421875,-16.77284390414175,-2.7884688443658496
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.2578125,-15.247205424490078,-2.2046449970582076
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.2734375,-14.192470730221192,-4.9119330572197475
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.2890625,-13.087866163369696,-5.285201784767224
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.3046875,-12.358528344761117,-2.2334880190703457
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.3203125,-11.791351451063326,-1.1702408705068637
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.3359375,-10.181018510487458,-0.6974963760093948
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.3515625,-9.117899172740554,-0.3828405712095102
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.3671875,-8.034614085927146,2.412613912116725
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.3828125,-7.354573876229422,1.1947539389410056
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.3984375,-7.176351330323763,0.6743907190881558
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.4140625,-6.768079036818103,-0.28889321784891675
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.4296875,-7.1500673887927135,-0.4858357398839648
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.4453125,-7.969068310722225,-2.999153224957278
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.4609375,-8.081487925614322,-4.357715901168555
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.4765625,-7.939119111680525,-5.616705538652649
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.4921875,-8.37401398624657,-5.787755275068202
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.5078125,-8.418098602709765,-7.368665726151007
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.5234375,-8.814712247989625,-5.900561355492449
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.5390625,-8.549215773716169,-7.091040803873149
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.5546875,-8.216960849898376,-5.935479686714325
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.5703125,-7.8541700169491175,-3.7614791924252144
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.5859375,-8.111582575341759,-5.751490628072294
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.6015625,-8.014392774957185,-3.6124911492008365
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.6171875,-7.6951796171846905,-2.766634825901005
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.6328125,-7.10874974593036,-4.670803307560206
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.6484375,-6.707787492723161,-2.771056485772963
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.6640625,-5.855548912674537,-1.6962449669910051
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.6796875,-6.70659261230885,-4.400940142748318
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.6953125,-5.93258465011013,-4.102082211498133
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.7109375,-5.181262556701066,-1.9666972713083444
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.7265625,-5.03184910219029,-2.1980869652141806
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.7421875,-4.436257663904486,-1.0283089493523119
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.7578125,-4.577218837624073,-1.5573921874057486
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.7734375,-3.8650960461694512,0.2127187843977203
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.7890625,-3.344697906184302,-0.9402908967177779
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.8046875,-2.3590561366736233,1.6910799499626834
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.8203125,-1.6151504238104628,1.3668456169424252
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.8359375,-1.2492324692886745,0.9075705625141707
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.8515625,-0.47576564360352036,1.426826370847508
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.8671875,-0.07572822932940645,1.8934114442977068
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.8828125,1.1737749636628014,2.406126042956155
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.8984375,2.3870847353966624,3.007972268064472
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.9140625,3.772347182379094,4.725291115114485
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.9296875,4.511354824161512,3.861696981649911
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.9453125,5.533389102878785,3.7092436367669017
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.9609375,6.150570132551665,3.473020574717578
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.9765625,6.379955257973309,3.147071687792184
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra1,0.9921875,7.600941586731515,3.537267337575347
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.0078125,-26.041385857388878,-5.813300636067089
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.0234375,-26.498559732511847,-2.264872438435955
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.0390625,-26.108006339606344,-5.981021239179234
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.0546875,-27.14094053964379,-2.6310434342449023
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.0703125,-26.92787464239123,-3.0306799594327942
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.0859375,-25.66179028718269,-7.181742684447215
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.1015625,-25.641717580378312,-2.6242629107765945
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.1171875,-25.469194384683163,-3.960379867686699
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.1328125,-25.088787747918285,-4.413564247173101
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.1484375,-23.415018295696623,-3.231320038933503
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.1640625,-23.193286781203234,-1.274318348267417
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.1796875,-22.716099330070115,-3.227631019781994
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.1953125,-21.71670079737404,-3.859951431600279
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.2109375,-21.121644635163655,-2.2758530331132403
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.2265625,-21.36655041625339,-6.366274934091183
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.2421875,-20.28762012750233,-2.8186471743764114
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.2578125,-20.131355127012487,-7.77862396688368
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.2734375,-19.27888019197332,-5.9825385677653475
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.2890625,-18.149844510836527,-4.228651664188571
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.3046875,-17.736840098517316,-6.719012389841829
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.3203125,-17.2079029596897,-4.063315609872544
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.3359375,-17.06894868518662,-7.458820190566987
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.3515625,-15.529551011255034,-5.752845592945452
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.3671875,-15.217414370333888,-5.639238944570496
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.3828125,-13.823472874290811,-2.965539669141166
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.3984375,-13.28540957192195,-4.219203986369893
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.4140625,-13.338193724316163,-6.516311909401039
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.4296875,-12.818573514735146,-5.260957261135272
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.4453125,-11.501477881161852,-4.4422751052442875
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.4609375,-10.568886311984327,-1.6945745424256713
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.4765625,-10.112787793458399,-4.464821998174097
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.4921875,-8.77289009800183,-1.9302062792200227
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.5078125,-7.487202724831379,-2.406461518230433
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.5234375,-6.1239836862678985,-0.7967645170857844
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.5390625,-4.92357927477801,-0.6316706562720655
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.5546875,-3.7970215077109892,-0.03542747411437197
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.5703125,-2.618137624437933,-0.2086616564352192
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.5859375,-0.49558771772890053,2.5649230773764176
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.6015625,1.8080974929954505,2.4883219118606847
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.6171875,2.7863928003913037,2.6191666245085186
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.6328125,2.9314839374917416,2.8804806946177486
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.6484375,2.5941749717549154,2.1937784021218816
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.6640625,2.3650696459503484,3.8612531965948333
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.6796875,2.964206416416633,4.340414441222678
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.6953125,2.4334845731681747,3.088626320451971
