revision,platform,input,colors,method,diffusion_option,encoded_bytes,bytes_vs_none,command
4e1e9283d0a8cfc2d27b8698658ef882de0b1dbf,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,8,none,none:scan=raster,48015,1.0,{img2sixel} --threads=1 --precision=8bit --quality=full '--loaders=libpng!' --quantize-model=kmeans:merge=ward:seed=1 -Xoklab -Wgamma --diffusion=none:scan=raster --gpu-policy=off --lookup-policy=none -p 8 {input}
4e1e9283d0a8cfc2d27b8698658ef882de0b1dbf,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,8,fs,fs:scan=raster,115441,2.40426949911486,{img2sixel} --threads=1 --precision=8bit --quality=full '--loaders=libpng!' --quantize-model=kmeans:merge=ward:seed=1 -Xoklab -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none -p 8 {input}
4e1e9283d0a8cfc2d27b8698658ef882de0b1dbf,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,8,atkinson,atkinson:scan=raster,84918,1.7685723211496407,{img2sixel} --threads=1 --precision=8bit --quality=full '--loaders=libpng!' --quantize-model=kmeans:merge=ward:seed=1 -Xoklab -Wgamma --diffusion=atkinson:scan=raster --gpu-policy=off --lookup-policy=none -p 8 {input}
4e1e9283d0a8cfc2d27b8698658ef882de0b1dbf,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,8,jajuni,jajuni:scan=raster,102808,2.141164219514735,{img2sixel} --threads=1 --precision=8bit --quality=full '--loaders=libpng!' --quantize-model=kmeans:merge=ward:seed=1 -Xoklab -Wgamma --diffusion=jajuni:scan=raster --gpu-policy=off --lookup-policy=none -p 8 {input}
4e1e9283d0a8cfc2d27b8698658ef882de0b1dbf,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,8,stucki,stucki:scan=raster,91598,1.9076955118192231,{img2sixel} --threads=1 --precision=8bit --quality=full '--loaders=libpng!' --quantize-model=kmeans:merge=ward:seed=1 -Xoklab -Wgamma --diffusion=stucki:scan=raster --gpu-policy=off --lookup-policy=none -p 8 {input}
4e1e9283d0a8cfc2d27b8698658ef882de0b1dbf,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,8,burkes,burkes:scan=raster,109471,2.2799333541601583,{img2sixel} --threads=1 --precision=8bit --quality=full '--loaders=libpng!' --quantize-model=kmeans:merge=ward:seed=1 -Xoklab -Wgamma --diffusion=burkes:scan=raster --gpu-policy=off --lookup-policy=none -p 8 {input}
4e1e9283d0a8cfc2d27b8698658ef882de0b1dbf,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,8,sierra1,sierra:variant=1:scan=raster,117681,2.450921587004061,{img2sixel} --threads=1 --precision=8bit --quality=full '--loaders=libpng!' --quantize-model=kmeans:merge=ward:seed=1 -Xoklab -Wgamma --diffusion=sierra:variant=1:scan=raster --gpu-policy=off --lookup-policy=none -p 8 {input}
4e1e9283d0a8cfc2d27b8698658ef882de0b1dbf,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,8,sierra2,sierra:variant=2:scan=raster,81051,1.688034989065917,{img2sixel} --threads=1 --precision=8bit --quality=full '--loaders=libpng!' --quantize-model=kmeans:merge=ward:seed=1 -Xoklab -Wgamma --diffusion=sierra:variant=2:scan=raster --gpu-policy=off --lookup-policy=none -p 8 {input}
4e1e9283d0a8cfc2d27b8698658ef882de0b1dbf,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,8,sierra3,sierra:variant=3:scan=raster,103867,2.163219827137353,{img2sixel} --threads=1 --precision=8bit --quality=full '--loaders=libpng!' --quantize-model=kmeans:merge=ward:seed=1 -Xoklab -Wgamma --diffusion=sierra:variant=3:scan=raster --gpu-policy=off --lookup-policy=none -p 8 {input}
4e1e9283d0a8cfc2d27b8698658ef882de0b1dbf,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,8,lso2,lso2:scan=raster,88709,1.8475268145371238,{img2sixel} --threads=1 --precision=8bit --quality=full '--loaders=libpng!' --quantize-model=kmeans:merge=ward:seed=1 -Xoklab -Wgamma --diffusion=lso2:scan=raster --gpu-policy=off --lookup-policy=none -p 8 {input}
4e1e9283d0a8cfc2d27b8698658ef882de0b1dbf,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,8,a_dither,a_dither:strength=0.150:scan=raster,58171,1.2115172341976466,{img2sixel} --threads=1 --precision=8bit --quality=full '--loaders=libpng!' --quantize-model=kmeans:merge=ward:seed=1 -Xoklab -Wgamma --diffusion=a_dither:strength=0.150:scan=raster --gpu-policy=off --lookup-policy=none -p 8 {input}
