revision,platform,fixture_id,fixture_label,fixture_class,input,width,height,colors,colorspace,label,binbits,source_points,effective_points,effective_points_per_color,seeds,MS-SSIM_regret_median,MS-SSIM_regret_p90,MS-SSIM_regret_max,Delta E00_regret_median,Delta E00_regret_p90,Delta E00_regret_max,Delta Chroma_regret_median,Delta Chroma_regret_p90,Delta Chroma_regret_max,encoded_size_ratio_median,encoded_size_ratio_p90,encoded_size_ratio_max,strict_pass_count,strict_pass_rate,balanced_pass_count,balanced_pass_rate,relaxed_pass_count,relaxed_pass_rate
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,a98-gamut,Adobe RGB gamut ramps,broad-gamut,images/measurements/palette-pipeline/a98-gamut-600x450.png,600,450,128,oklab,OKLab,6,270000,780,6.09375,5,0.0007800000000000029,0.009900399999999965,0.01034999999999997,0.07470599999999994,0.14096539999999994,0.1766669999999999,0.09257300000000024,0.21329519999999988,0.2876639999999999,1.0167543504653986,1.0340860213737317,1.035928143712575,2,0.4,3,0.6,3,0.6
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,a98-gamut,Adobe RGB gamut ramps,broad-gamut,images/measurements/palette-pipeline/a98-gamut-600x450.png,600,450,128,oklab,OKLab,7,270000,2622,20.484375,5,0.0006699999999999484,0.003937799999999969,0.00436700000000001,0.013588000000000156,0.0536169999999999,0.05809099999999989,0.026122999999999674,0.1480436,0.1523699999999999,0.9916632942128693,1.0177836317517794,1.0193620060307889,3,0.6,3,0.6,5,1.0
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,a98-gamut,Adobe RGB gamut ramps,broad-gamut,images/measurements/palette-pipeline/a98-gamut-600x450.png,600,450,128,oklab,OKLab,8,270000,9062,70.796875,5,0.0026249999999999885,0.005871599999999955,0.007929999999999993,0.01186200000000004,0.09766899999999992,0.10911899999999997,0.0977079999999999,0.13016320000000015,0.13385200000000008,0.9879779186260479,1.0086400214544606,1.017806556050182,2,0.4,2,0.4,4,0.8
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,a98-gamut,Adobe RGB gamut ramps,broad-gamut,images/measurements/palette-pipeline/a98-gamut-600x450.png,600,450,256,cielab,CIELAB,4,270000,99,0.38671875,5,0.03767600000000004,0.037795800000000046,0.03781900000000005,1.086149,1.1318628,1.133796,1.446757,1.4578492,1.4602620000000002,0.5386869053265995,0.5516768027936145,0.5596904937361827,0,0.0,0,0.0,0,0.0
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,a98-gamut,Adobe RGB gamut ramps,broad-gamut,images/measurements/palette-pipeline/a98-gamut-600x450.png,600,450,256,cielab,CIELAB,5,270000,278,1.0859375,5,0.011592999999999964,0.013186400000000063,0.013808000000000042,0.30385299999999993,0.33228280000000004,0.3493740000000001,0.45675,0.5029515999999998,0.5206479999999998,0.9354602126879354,0.9486309354494797,0.9514766736579559,0,0.0,0,0.0,0,0.0
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,a98-gamut,Adobe RGB gamut ramps,broad-gamut,images/measurements/palette-pipeline/a98-gamut-600x450.png,600,450,256,cielab,CIELAB,6,270000,883,3.44921875,5,0.0029170000000000584,0.003489999999999993,0.003854000000000024,0.07088499999999986,0.07295979999999988,0.07374099999999983,0.04503199999999996,0.067908,0.07308599999999998,1.001984014511649,1.0104630989935295,1.0122140419170123,0,0.0,1,0.2,5,1.0
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,a98-gamut,Adobe RGB gamut ramps,broad-gamut,images/measurements/palette-pipeline/a98-gamut-600x450.png,600,450,256,cielab,CIELAB,7,270000,2999,11.71484375,5,0.0011270000000001001,0.0023432000000000123,0.0025720000000000187,0.04334300000000013,0.06737180000000001,0.06809500000000002,0.020862999999999854,0.09490839999999996,0.10063599999999995,1.0001115542292998,1.0104464303921463,1.0131795249702398,1,0.2,3,0.6,5,1.0
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,a98-gamut,Adobe RGB gamut ramps,broad-gamut,images/measurements/palette-pipeline/a98-gamut-600x450.png,600,450,256,cielab,CIELAB,8,270000,10306,40.2578125,5,0.00011899999999998023,0.0014959999999999642,0.0019879999999999898,0.02624800000000005,0.03589020000000005,0.03991100000000003,0.035107,0.08671899999999994,0.09213099999999996,0.9920756717542342,0.9995588917429108,1.0034295107987075,4,0.8,5,1.0,5,1.0
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,a98-gamut,Adobe RGB gamut ramps,broad-gamut,images/measurements/palette-pipeline/a98-gamut-600x450.png,600,450,256,din99d,DIN99d,4,270000,82,0.3203125,5,0.03975700000000004,0.04303840000000001,0.04447800000000002,1.1969760000000003,1.3708072000000002,1.38802,1.673061,2.1105304,2.135686,0.5029566838533018,0.507004769524988,0.5079290771841536,0,0.0,0,0.0,0,0.0
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,a98-gamut,Adobe RGB gamut ramps,broad-gamut,images/measurements/palette-pipeline/a98-gamut-600x450.png,600,450,256,din99d,DIN99d,5,270000,227,0.88671875,5,0.021905000000000063,0.023814200000000008,0.02381500000000003,0.4069910000000001,0.47707620000000006,0.5035430000000001,0.6844799999999998,0.770386,0.8243399999999999,0.8865390777476769,0.8900036228585009,0.8908775131730005,0,0.0,0,0.0,0,0.0
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,a98-gamut,Adobe RGB gamut ramps,broad-gamut,images/measurements/palette-pipeline/a98-gamut-600x450.png,600,450,256,din99d,DIN99d,6,270000,701,2.73828125,5,0.004014000000000073,0.0058497999999999935,0.005874999999999964,0.08094100000000015,0.10720439999999995,0.11186999999999991,0.20207299999999995,0.22228319999999996,0.23150199999999987,0.9986248463924162,1.0191368579019815,1.020120014119308,0,0.0,1,0.2,3,0.6
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,a98-gamut,Adobe RGB gamut ramps,broad-gamut,images/measurements/palette-pipeline/a98-gamut-600x450.png,600,450,256,din99d,DIN99d,7,270000,2395,9.35546875,5,6.4000000000064e-05,0.0019128000000000257,0.002798000000000078,0.015276999999999985,0.0489916,0.05732399999999993,0.06477899999999992,0.1334168,0.14267200000000013,1.0125871697676438,1.0255600563111922,1.0297852419685178,3,0.6,4,0.8,5,1.0
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,a98-gamut,Adobe RGB gamut ramps,broad-gamut,images/measurements/palette-pipeline/a98-gamut-600x450.png,600,450,256,din99d,DIN99d,8,270000,8258,32.2578125,5,0.002134999999999998,0.003844599999999976,0.004292999999999991,0.0239879999999999,0.05589440000000003,0.057468000000000075,0.12522600000000006,0.13264520000000002,0.13278600000000007,1.0090371198963821,1.0317944469536062,1.0364593882924853,1,0.2,2,0.4,5,1.0
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,a98-gamut,Adobe RGB gamut ramps,broad-gamut,images/measurements/palette-pipeline/a98-gamut-600x450.png,600,450,256,gamma,gamma sRGB,4,270000,209,0.81640625,5,0.006863999999999981,0.007655799999999945,0.00801699999999994,0.16343399999999986,0.1747420000000001,0.17506200000000005,0.11718200000000012,0.12573299999999996,0.12947299999999995,0.765106129198406,0.7701420337033157,0.7722243523032262,0,0.0,0,0.0,0,0.0
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,a98-gamut,Adobe RGB gamut ramps,broad-gamut,images/measurements/palette-pipeline/a98-gamut-600x450.png,600,450,256,gamma,gamma sRGB,5,270000,731,2.85546875,5,0.0020019999999999483,0.003648799999999985,0.0039919999999999956,0.06738500000000003,0.0855788,0.09212799999999999,0.06646999999999981,0.07468860000000004,0.07801900000000006,0.9854865636275513,0.9992917052042695,1.0081064797064139,0,0.0,2,0.4,5,1.0
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,a98-gamut,Adobe RGB gamut ramps,broad-gamut,images/measurements/palette-pipeline/a98-gamut-600x450.png,600,450,256,gamma,gamma sRGB,6,270000,2534,9.8984375,5,0.0012039999999999829,0.0014714000000000116,0.0015650000000000386,0.047123000000000026,0.057624600000000074,0.061921000000000115,0.029595999999999956,0.05808880000000012,0.06598800000000016,0.9876203950590412,1.0056014770348705,1.0123240400942104,0,0.0,5,1.0,5,1.0
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,a98-gamut,Adobe RGB gamut ramps,broad-gamut,images/measurements/palette-pipeline/a98-gamut-600x450.png,600,450,256,gamma,gamma sRGB,7,270000,9733,38.01953125,5,-0.00040600000000001746,0.0011963999999999866,0.0022619999999999862,0.016777000000000042,0.029299599999999915,0.029699999999999838,0.019737000000000116,0.02571699999999999,0.028869000000000034,0.9891755075663741,1.01271619031428,1.025277975571014,4,0.8,4,0.8,5,1.0
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,a98-gamut,Adobe RGB gamut ramps,broad-gamut,images/measurements/palette-pipeline/a98-gamut-600x450.png,600,450,256,gamma,gamma sRGB,8,270000,38459,150.23046875,5,0.0004049999999999887,0.0008075999999999751,0.0010599999999999499,0.01593599999999995,0.04536680000000004,0.05381999999999998,0.015604000000000173,0.04098199999999999,0.05591400000000002,0.9769004734178592,0.9924349778884298,0.9992409661416682,3,0.6,5,1.0,5,1.0
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,a98-gamut,Adobe RGB gamut ramps,broad-gamut,images/measurements/palette-pipeline/a98-gamut-600x450.png,600,450,256,linear,linear RGB,4,270000,263,1.02734375,5,0.018259000000000025,0.02009639999999997,0.02085999999999999,0.5467770000000001,0.5652456,0.5718560000000001,0.611413,0.6249852000000001,0.63174,0.8246379788435864,0.833090660356214,0.8358115998442974,0,0.0,0,0.0,0,0.0
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,a98-gamut,Adobe RGB gamut ramps,broad-gamut,images/measurements/palette-pipeline/a98-gamut-600x450.png,600,450,256,linear,linear RGB,5,270000,968,3.78125,5,-0.00013299999999993872,0.001118000000000019,0.0012699999999999934,0.04376099999999994,0.09706099999999998,0.09879499999999997,0.02590300000000001,0.07036940000000005,0.07133900000000004,0.9849029475197699,0.9934808113711187,0.9936680939405735,3,0.6,5,1.0,5,1.0
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,a98-gamut,Adobe RGB gamut ramps,broad-gamut,images/measurements/palette-pipeline/a98-gamut-600x450.png,600,450,256,linear,linear RGB,6,270000,3629,14.17578125,5,0.0036840000000000206,0.00773080000000006,0.010252000000000039,0.11882700000000002,0.1746274,0.20965900000000004,0.22090600000000005,0.2459692,0.2518719999999999,0.9703646036071104,0.9759497431160014,0.9785611584677005,0,0.0,1,0.2,4,0.8
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,a98-gamut,Adobe RGB gamut ramps,broad-gamut,images/measurements/palette-pipeline/a98-gamut-600x450.png,600,450,256,linear,linear RGB,7,270000,14043,54.85546875,5,0.0031330000000000524,0.009560199999999996,0.010907,0.080403,0.17650580000000002,0.19281100000000007,0.14899000000000018,0.2799508000000001,0.3128280000000001,0.9832901255165687,0.9958664429878412,0.9963150382768912,1,0.2,2,0.4,3,0.6
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,a98-gamut,Adobe RGB gamut ramps,broad-gamut,images/measurements/palette-pipeline/a98-gamut-600x450.png,600,450,256,linear,linear RGB,8,270000,25173,98.33203125,5,-0.002622000000000013,0.000492999999999988,0.001338999999999979,-0.07008400000000004,0.038684200000000016,0.04663499999999998,0.08768300000000018,0.09906740000000007,0.10148900000000016,0.9920663448700832,1.000735327395937,1.0014471032094683,4,0.8,5,1.0,5,1.0
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,a98-gamut,Adobe RGB gamut ramps,broad-gamut,images/measurements/palette-pipeline/a98-gamut-600x450.png,600,450,256,oklab,OKLab,4,270000,87,0.33984375,5,0.04212399999999994,0.04442159999999999,0.04511799999999999,1.2408320000000002,1.2505812,1.2528380000000001,1.698761,1.7238509999999998,1.7326409999999999,0.5100454203472009,0.5167261993884542,0.5180873527450545,0,0.0,0,0.0,0,0.0
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,a98-gamut,Adobe RGB gamut ramps,broad-gamut,images/measurements/palette-pipeline/a98-gamut-600x450.png,600,450,256,oklab,OKLab,5,270000,248,0.96875,5,0.013935999999999948,0.014616799999999963,0.014859999999999984,0.3329000000000002,0.34058580000000005,0.34148500000000004,0.5391009999999998,0.567021,0.5749489999999999,0.9113136252500555,0.9228607738513568,0.9245829312008824,0,0.0,0,0.0,0,0.0
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,a98-gamut,Adobe RGB gamut ramps,broad-gamut,images/measurements/palette-pipeline/a98-gamut-600x450.png,600,450,256,oklab,OKLab,6,270000,780,3.046875,5,0.0018489999999999895,0.003373200000000032,0.00431400000000004,0.034413999999999945,0.09608139999999996,0.10870899999999994,0.09164499999999998,0.14567640000000007,0.17526200000000003,0.9959889007939778,1.018224628399881,1.0186152478328518,1,0.2,4,0.8,5,1.0
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,a98-gamut,Adobe RGB gamut ramps,broad-gamut,images/measurements/palette-pipeline/a98-gamut-600x450.png,600,450,256,oklab,OKLab,7,270000,2622,10.2421875,5,0.0024329999999999075,0.0037382000000000474,0.003843000000000041,0.03407999999999989,0.05881060000000016,0.0632830000000002,0.048805999999999905,0.11115399999999989,0.13868599999999986,1.0034192747828485,1.0168804806033465,1.0183353303424638,1,0.2,2,0.4,5,1.0
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,a98-gamut,Adobe RGB gamut ramps,broad-gamut,images/measurements/palette-pipeline/a98-gamut-600x450.png,600,450,256,oklab,OKLab,8,270000,9062,35.3984375,5,-0.0013020000000000254,0.0015043999999999618,0.003149999999999986,-0.02232299999999987,0.041927000000000006,0.05223500000000003,0.010233999999999854,0.06617439999999998,0.08700799999999997,0.9954501585550807,1.0228094053780004,1.036587064953883,3,0.6,4,0.8,5,1.0
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,flat-artwork,flat artwork,flat-artwork,images/vimperator3.png,582,746,64,cielab,CIELAB,4,434172,138,2.15625,5,0.0013729999999999576,0.001555200000000023,0.0015720000000000178,0.266134,0.3226288,0.33824600000000005,0.490958,0.5503857999999999,0.5663929999999999,1.0490119459640506,1.0581188648504134,1.063205136196472,0,0.0,0,0.0,1,0.2
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,flat-artwork,flat artwork,flat-artwork,images/vimperator3.png,582,746,64,cielab,CIELAB,5,434172,492,7.6875,5,9.099999999995223e-05,0.0002196000000000309,0.00025200000000003,-0.016490000000000005,0.07379539999999998,0.119151,0.00954300000000008,0.0847228,0.127334,1.098647385152403,1.1209233173486428,1.1354076708153416,4,0.8,5,1.0,5,1.0
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,flat-artwork,flat artwork,flat-artwork,images/vimperator3.png,582,746,64,cielab,CIELAB,6,434172,1489,23.265625,5,-4.099999999995774e-05,-1.1400000000016952e-05,-9.000000000036756e-06,-0.035387999999999975,0.03646580000000002,0.06125900000000006,-0.02433300000000005,0.045172800000000034,0.07496600000000003,1.0452658480334103,1.067451078125048,1.071812248995984,4,0.8,5,1.0,5,1.0
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,flat-artwork,flat artwork,flat-artwork,images/vimperator3.png,582,746,64,cielab,CIELAB,7,434172,3547,55.421875,5,4.099999999995774e-05,0.0004902000000000184,0.0007329999999999837,0.0052009999999999,0.05909280000000004,0.08146600000000004,-0.014866000000000046,0.026594399999999963,0.03237399999999996,0.9646489400808724,1.0105757429309707,1.0382846101103285,4,0.8,5,1.0,5,1.0
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,flat-artwork,flat artwork,flat-artwork,images/vimperator3.png,582,746,64,cielab,CIELAB,8,434172,6615,103.359375,5,1.399999999995849e-05,7.16000000000383e-05,9.80000000000425e-05,-0.0015370000000000106,0.0751796,0.10143000000000002,0.013305999999999929,0.0752718,0.09359299999999998,1.0660948413184659,1.102681268500354,1.105511811023622,4,0.8,5,1.0,5,1.0
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,flat-artwork,flat artwork,flat-artwork,images/vimperator3.png,582,746,64,din99d,DIN99d,4,434172,196,3.0625,5,0.0005889999999999507,0.0006162000000000001,0.0006329999999999947,0.10588700000000006,0.12569059999999999,0.135861,0.24298699999999995,0.24502020000000002,0.24627300000000008,1.0391123069837345,1.0562691578684005,1.066636474569448,0,0.0,5,1.0,5,1.0
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,flat-artwork,flat artwork,flat-artwork,images/vimperator3.png,582,746,64,din99d,DIN99d,5,434172,750,11.71875,5,2.9000000000056758e-05,0.00011619999999998854,0.00015900000000002024,0.0044319999999999915,0.01544899999999996,0.02227099999999993,0.018150999999999973,0.04634920000000002,0.04822800000000005,1.0483327980205321,1.0692825234290924,1.0764614862059856,5,1.0,5,1.0,5,1.0
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,flat-artwork,flat artwork,flat-artwork,images/vimperator3.png,582,746,64,din99d,DIN99d,6,434172,2202,34.40625,5,8.500000000000174e-05,0.0001711999999999936,0.00018399999999996197,0.03254699999999999,0.06233280000000001,0.07266600000000001,0.058958000000000066,0.07474300000000002,0.08008100000000001,1.0585411970038543,1.0827587068205966,1.0899221295492572,4,0.8,5,1.0,5,1.0
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,flat-artwork,flat artwork,flat-artwork,images/vimperator3.png,582,746,64,din99d,DIN99d,7,434172,4872,76.125,5,0.00012799999999990597,0.0001684000000000463,0.000180000000000069,0.03498000000000001,0.05846860000000001,0.06306100000000003,0.02383200000000002,0.07787419999999999,0.07860499999999998,0.9615645408800543,1.0180851206934625,1.0303452959939843,3,0.6,5,1.0,5,1.0
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,flat-artwork,flat artwork,flat-artwork,images/vimperator3.png,582,746,64,din99d,DIN99d,8,434172,8245,128.828125,5,0.00015500000000001624,0.0001617999999999675,0.00016499999999997073,0.04385899999999998,0.0935212,0.11970999999999998,0.04804799999999998,0.09814820000000002,0.11993900000000002,1.0120476086587642,1.0237238825158148,1.031223660540187,3,0.6,5,1.0,5,1.0
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,flat-artwork,flat artwork,flat-artwork,images/vimperator3.png,582,746,64,gamma,gamma sRGB,4,434172,512,8.0,5,0.00018600000000001948,0.0002257999999999871,0.00023499999999998522,0.03023400000000004,0.037238800000000016,0.03854800000000003,0.005950000000000011,0.0155462,0.017448999999999992,0.9629568595138602,0.9866658566308835,0.9926265492735695,5,1.0,5,1.0,5,1.0
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,flat-artwork,flat artwork,flat-artwork,images/vimperator3.png,582,746,64,gamma,gamma sRGB,5,434172,1614,25.21875,5,-5.099999999991223e-05,7.539999999999214e-05,8.500000000000174e-05,0.014653000000000027,0.025199800000000015,0.02599499999999999,0.020387000000000016,0.027797200000000005,0.032058,1.0287782871279925,1.0409123180127193,1.0412569909342404,5,1.0,5,1.0,5,1.0
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,flat-artwork,flat artwork,flat-artwork,images/vimperator3.png,582,746,64,gamma,gamma sRGB,6,434172,3652,57.0625,5,0.00014799999999992597,0.00023899999999998922,0.0002710000000000212,0.030857000000000023,0.053883400000000005,0.063913,0.03487699999999999,0.051229800000000006,0.057507,0.941839797539874,0.9968535398461335,1.0074583424288728,4,0.8,5,1.0,5,1.0
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,flat-artwork,flat artwork,flat-artwork,images/vimperator3.png,582,746,64,gamma,gamma sRGB,7,434172,6696,104.625,5,7.999999999996898e-05,0.00010880000000001999,0.0001100000000000545,0.03178399999999998,0.05043079999999999,0.052613999999999994,0.043683,0.0503344,0.053348000000000007,0.9764847437035653,1.0063287741248848,1.0147954109971138,4,0.8,5,1.0,5,1.0
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,flat-artwork,flat artwork,flat-artwork,images/vimperator3.png,582,746,64,gamma,gamma sRGB,8,434172,10465,163.515625,5,0.00015299999999995872,0.0002321999999999491,0.0002729999999999677,0.07717099999999999,0.1009862,0.10673699999999997,0.102023,0.12180580000000002,0.12411700000000003,0.9716908951798011,1.0334838550198278,1.0411239661403382,1,0.2,5,1.0,5,1.0
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,flat-artwork,flat artwork,flat-artwork,images/vimperator3.png,582,746,64,linear,linear RGB,4,434172,434,6.78125,5,0.003493999999999997,0.003540200000000016,0.003542999999999963,0.19039800000000007,0.2509144,0.257352,0.030458000000000013,0.12261879999999997,0.12944399999999998,0.7847164193157343,0.8118452199519516,0.8125517207808013,0,0.0,0,0.0,4,0.8
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,flat-artwork,flat artwork,flat-artwork,images/vimperator3.png,582,746,64,linear,linear RGB,5,434172,1222,19.09375,5,0.0003349999999999742,0.00037559999999996484,0.00038399999999993994,0.035931000000000046,0.03839339999999998,0.03873899999999997,0.03320999999999999,0.035408600000000005,0.036471,0.8831782739164186,0.9134453074375124,0.9136445504551429,5,1.0,5,1.0,5,1.0
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,flat-artwork,flat artwork,flat-artwork,images/vimperator3.png,582,746,64,linear,linear RGB,6,434172,2778,43.40625,5,0.0004730000000000567,0.0005577999999999639,0.0005849999999999467,0.07460299999999997,0.13656819999999995,0.17368299999999992,0.06371899999999997,0.1326272,0.169258,0.834924147021785,0.8893319922163885,0.8921287056418244,2,0.4,4,0.8,5,1.0
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,flat-artwork,flat artwork,flat-artwork,images/vimperator3.png,582,746,64,linear,linear RGB,7,434172,5055,78.984375,5,0.0005640000000000089,0.0006293999999999577,0.0006429999999999492,0.14273000000000002,0.19077919999999998,0.20869399999999994,0.14197000000000004,0.1921556,0.211498,0.7782400111245017,0.8116643768898693,0.8151131199961532,0,0.0,3,0.6,5,1.0
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,flat-artwork,flat artwork,flat-artwork,images/vimperator3.png,582,746,64,linear,linear RGB,8,434172,7244,113.1875,5,0.000260000000000038,0.0005264000000000158,0.0005739999999999634,0.11975000000000002,0.12320000000000006,0.1250960000000001,0.118864,0.14241879999999998,0.146142,0.8644433113933438,0.888591851606582,0.8964849854542831,0,0.0,5,1.0,5,1.0
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,flat-artwork,flat artwork,flat-artwork,images/vimperator3.png,582,746,64,oklab,OKLab,4,434172,125,1.953125,5,0.0009000000000000119,0.0009009999999999963,0.0009010000000000407,0.01991300000000007,0.06742079999999998,0.07150199999999995,0.06311299999999997,0.07560779999999996,0.08240099999999995,0.9599508775276612,0.9800260022931656,0.9899022489902249,3,0.6,5,1.0,5,1.0
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,flat-artwork,flat artwork,flat-artwork,images/vimperator3.png,582,746,64,oklab,OKLab,5,434172,464,7.25,5,0.00012100000000003774,0.00015139999999997934,0.00016700000000002824,-0.035053,0.020784400000000196,0.040168000000000204,0.02211199999999991,0.025604600000000047,0.026119000000000003,1.031810377718428,1.0372912584809375,1.0379563802867815,5,1.0,5,1.0,5,1.0
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,flat-artwork,flat artwork,flat-artwork,images/vimperator3.png,582,746,64,oklab,OKLab,6,434172,1515,23.671875,5,3.300000000006076e-05,0.00021620000000002195,0.0002830000000000332,-0.011805999999999983,0.04206780000000015,0.04669500000000015,0.04258099999999998,0.07598039999999995,0.0934839999999999,1.0769221506412185,1.1017026207494143,1.1096035666947826,5,1.0,5,1.0,5,1.0
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,flat-artwork,flat artwork,flat-artwork,images/vimperator3.png,582,746,64,oklab,OKLab,7,434172,3661,57.203125,5,5.2000000000052005e-05,0.00011200000000002319,0.000148000000000037,0.022850000000000037,0.08587479999999999,0.09992800000000002,0.05301700000000009,0.061591799999999974,0.06530499999999995,0.9899572520922392,1.0204269415905916,1.0293047355103024,3,0.6,5,1.0,5,1.0
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,flat-artwork,flat artwork,flat-artwork,images/vimperator3.png,582,746,64,oklab,OKLab,8,434172,6873,107.390625,5,8.599999999991947e-05,0.00019960000000001087,0.00022400000000000198,0.005933999999999884,0.04065200000000009,0.046124000000000054,0.06010599999999999,0.06717879999999994,0.07060999999999984,1.0077548317177434,1.0575998633837964,1.0755957075595708,5,1.0,5,1.0,5,1.0
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,flat-artwork,flat artwork,flat-artwork,images/vimperator3.png,582,746,128,cielab,CIELAB,4,434172,138,1.078125,5,0.0013159999999999838,0.0013644000000000212,0.0013739999999999863,0.3155309999999999,0.3345998,0.34587899999999994,0.5200209999999998,0.5423122,0.5430030000000001,1.006387523590286,1.0252213872595153,1.0322573837436293,0,0.0,0,0.0,0,0.0
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,flat-artwork,flat artwork,flat-artwork,images/vimperator3.png,582,746,128,cielab,CIELAB,5,434172,492,3.84375,5,0.000128000000000017,0.00017099999999998784,0.00019299999999999873,0.014054000000000011,0.09242019999999998,0.123745,0.03632299999999994,0.07351840000000004,0.09801000000000004,1.0602109339595436,1.0959120835998615,1.1025984631168995,4,0.8,5,1.0,5,1.0
