revision,platform,fixture_id,fixture_label,fixture_class,input,colors,colorspace,label,source_points,criterion,MS-SSIM_regret_limit,Delta E00_regret_limit,pass_rate_target,observed_binbits,observed_effective_points,observed_points_per_color,stable_binbits,stable_effective_points,stable_points_per_color,stable_censored
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,natural-snake,natural photograph,natural,images/snake.png,64,gamma,gamma sRGB,270000,relaxed,0.005,0.25,0.8,4,612,9.5625,6,13201,206.265625,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,natural-snake,natural photograph,natural,images/snake.png,64,linear,linear RGB,270000,strict,0.001,0.05,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,natural-snake,natural photograph,natural,images/snake.png,64,linear,linear RGB,270000,balanced,0.002,0.15,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,natural-snake,natural photograph,natural,images/snake.png,64,linear,linear RGB,270000,relaxed,0.005,0.25,0.8,7,19853,310.203125,7,19853,310.203125,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,natural-snake,natural photograph,natural,images/snake.png,64,oklab,OKLab,270000,strict,0.001,0.05,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,natural-snake,natural photograph,natural,images/snake.png,64,oklab,OKLab,270000,balanced,0.002,0.15,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,natural-snake,natural photograph,natural,images/snake.png,64,oklab,OKLab,270000,relaxed,0.005,0.25,0.8,6,2145,33.515625,6,2145,33.515625,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,natural-snake,natural photograph,natural,images/snake.png,128,cielab,CIELAB,270000,strict,0.001,0.05,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,natural-snake,natural photograph,natural,images/snake.png,128,cielab,CIELAB,270000,balanced,0.002,0.15,0.8,8,37601,293.7578125,8,37601,293.7578125,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,natural-snake,natural photograph,natural,images/snake.png,128,cielab,CIELAB,270000,relaxed,0.005,0.25,0.8,6,2519,19.6796875,6,2519,19.6796875,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,natural-snake,natural photograph,natural,images/snake.png,128,din99d,DIN99d,270000,strict,0.001,0.05,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,natural-snake,natural photograph,natural,images/snake.png,128,din99d,DIN99d,270000,balanced,0.002,0.15,0.8,7,16161,126.2578125,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,natural-snake,natural photograph,natural,images/snake.png,128,din99d,DIN99d,270000,relaxed,0.005,0.25,0.8,5,933,7.2890625,5,933,7.2890625,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,natural-snake,natural photograph,natural,images/snake.png,128,gamma,gamma sRGB,270000,strict,0.001,0.05,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,natural-snake,natural photograph,natural,images/snake.png,128,gamma,gamma sRGB,270000,balanced,0.002,0.15,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,natural-snake,natural photograph,natural,images/snake.png,128,gamma,gamma sRGB,270000,relaxed,0.005,0.25,0.8,5,2967,23.1796875,5,2967,23.1796875,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,natural-snake,natural photograph,natural,images/snake.png,128,linear,linear RGB,270000,strict,0.001,0.05,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,natural-snake,natural photograph,natural,images/snake.png,128,linear,linear RGB,270000,balanced,0.002,0.15,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,natural-snake,natural photograph,natural,images/snake.png,128,linear,linear RGB,270000,relaxed,0.005,0.25,0.8,6,7400,57.8125,6,7400,57.8125,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,natural-snake,natural photograph,natural,images/snake.png,128,oklab,OKLab,270000,strict,0.001,0.05,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,natural-snake,natural photograph,natural,images/snake.png,128,oklab,OKLab,270000,balanced,0.002,0.15,0.8,8,31855,248.8671875,8,31855,248.8671875,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,natural-snake,natural photograph,natural,images/snake.png,128,oklab,OKLab,270000,relaxed,0.005,0.25,0.8,6,2145,16.7578125,6,2145,16.7578125,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,natural-snake,natural photograph,natural,images/snake.png,256,cielab,CIELAB,270000,strict,0.001,0.05,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,natural-snake,natural photograph,natural,images/snake.png,256,cielab,CIELAB,270000,balanced,0.002,0.15,0.8,7,11187,43.69921875,7,11187,43.69921875,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,natural-snake,natural photograph,natural,images/snake.png,256,cielab,CIELAB,270000,relaxed,0.005,0.25,0.8,6,2519,9.83984375,6,2519,9.83984375,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,natural-snake,natural photograph,natural,images/snake.png,256,din99d,DIN99d,270000,strict,0.001,0.05,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,natural-snake,natural photograph,natural,images/snake.png,256,din99d,DIN99d,270000,balanced,0.002,0.15,0.8,6,4206,16.4296875,6,4206,16.4296875,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,natural-snake,natural photograph,natural,images/snake.png,256,din99d,DIN99d,270000,relaxed,0.005,0.25,0.8,6,4206,16.4296875,6,4206,16.4296875,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,natural-snake,natural photograph,natural,images/snake.png,256,gamma,gamma sRGB,270000,strict,0.001,0.05,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,natural-snake,natural photograph,natural,images/snake.png,256,gamma,gamma sRGB,270000,balanced,0.002,0.15,0.8,6,13201,51.56640625,6,13201,51.56640625,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,natural-snake,natural photograph,natural,images/snake.png,256,gamma,gamma sRGB,270000,relaxed,0.005,0.25,0.8,5,2967,11.58984375,5,2967,11.58984375,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,natural-snake,natural photograph,natural,images/snake.png,256,linear,linear RGB,270000,strict,0.001,0.05,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,natural-snake,natural photograph,natural,images/snake.png,256,linear,linear RGB,270000,balanced,0.002,0.15,0.8,7,19853,77.55078125,7,19853,77.55078125,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,natural-snake,natural photograph,natural,images/snake.png,256,linear,linear RGB,270000,relaxed,0.005,0.25,0.8,6,7400,28.90625,6,7400,28.90625,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,natural-snake,natural photograph,natural,images/snake.png,256,oklab,OKLab,270000,strict,0.001,0.05,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,natural-snake,natural photograph,natural,images/snake.png,256,oklab,OKLab,270000,balanced,0.002,0.15,0.8,7,9368,36.59375,7,9368,36.59375,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,natural-snake,natural photograph,natural,images/snake.png,256,oklab,OKLab,270000,relaxed,0.005,0.25,0.8,6,2145,8.37890625,6,2145,8.37890625,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,rare-colors,sparse rare colors,rare-color,images/measurements/palette-pipeline/rare-colors-600x450.png,64,cielab,CIELAB,270000,strict,0.001,0.05,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,rare-colors,sparse rare colors,rare-color,images/measurements/palette-pipeline/rare-colors-600x450.png,64,cielab,CIELAB,270000,balanced,0.002,0.15,0.8,5,760,11.875,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,rare-colors,sparse rare colors,rare-color,images/measurements/palette-pipeline/rare-colors-600x450.png,64,cielab,CIELAB,270000,relaxed,0.005,0.25,0.8,5,760,11.875,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,rare-colors,sparse rare colors,rare-color,images/measurements/palette-pipeline/rare-colors-600x450.png,64,din99d,DIN99d,270000,strict,0.001,0.05,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,rare-colors,sparse rare colors,rare-color,images/measurements/palette-pipeline/rare-colors-600x450.png,64,din99d,DIN99d,270000,balanced,0.002,0.15,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,rare-colors,sparse rare colors,rare-color,images/measurements/palette-pipeline/rare-colors-600x450.png,64,din99d,DIN99d,270000,relaxed,0.005,0.25,0.8,5,565,8.828125,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,rare-colors,sparse rare colors,rare-color,images/measurements/palette-pipeline/rare-colors-600x450.png,64,gamma,gamma sRGB,270000,strict,0.001,0.05,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,rare-colors,sparse rare colors,rare-color,images/measurements/palette-pipeline/rare-colors-600x450.png,64,gamma,gamma sRGB,270000,balanced,0.002,0.15,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,rare-colors,sparse rare colors,rare-color,images/measurements/palette-pipeline/rare-colors-600x450.png,64,gamma,gamma sRGB,270000,relaxed,0.005,0.25,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,rare-colors,sparse rare colors,rare-color,images/measurements/palette-pipeline/rare-colors-600x450.png,64,linear,linear RGB,270000,strict,0.001,0.05,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,rare-colors,sparse rare colors,rare-color,images/measurements/palette-pipeline/rare-colors-600x450.png,64,linear,linear RGB,270000,balanced,0.002,0.15,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,rare-colors,sparse rare colors,rare-color,images/measurements/palette-pipeline/rare-colors-600x450.png,64,linear,linear RGB,270000,relaxed,0.005,0.25,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,rare-colors,sparse rare colors,rare-color,images/measurements/palette-pipeline/rare-colors-600x450.png,64,oklab,OKLab,270000,strict,0.001,0.05,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,rare-colors,sparse rare colors,rare-color,images/measurements/palette-pipeline/rare-colors-600x450.png,64,oklab,OKLab,270000,balanced,0.002,0.15,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,rare-colors,sparse rare colors,rare-color,images/measurements/palette-pipeline/rare-colors-600x450.png,64,oklab,OKLab,270000,relaxed,0.005,0.25,0.8,5,701,10.953125,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,rare-colors,sparse rare colors,rare-color,images/measurements/palette-pipeline/rare-colors-600x450.png,128,cielab,CIELAB,270000,strict,0.001,0.05,0.8,6,3120,24.375,6,3120,24.375,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,rare-colors,sparse rare colors,rare-color,images/measurements/palette-pipeline/rare-colors-600x450.png,128,cielab,CIELAB,270000,balanced,0.002,0.15,0.8,6,3120,24.375,6,3120,24.375,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,rare-colors,sparse rare colors,rare-color,images/measurements/palette-pipeline/rare-colors-600x450.png,128,cielab,CIELAB,270000,relaxed,0.005,0.25,0.8,6,3120,24.375,6,3120,24.375,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,rare-colors,sparse rare colors,rare-color,images/measurements/palette-pipeline/rare-colors-600x450.png,128,din99d,DIN99d,270000,strict,0.001,0.05,0.8,6,2311,18.0546875,6,2311,18.0546875,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,rare-colors,sparse rare colors,rare-color,images/measurements/palette-pipeline/rare-colors-600x450.png,128,din99d,DIN99d,270000,balanced,0.002,0.15,0.8,6,2311,18.0546875,6,2311,18.0546875,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,rare-colors,sparse rare colors,rare-color,images/measurements/palette-pipeline/rare-colors-600x450.png,128,din99d,DIN99d,270000,relaxed,0.005,0.25,0.8,6,2311,18.0546875,6,2311,18.0546875,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,rare-colors,sparse rare colors,rare-color,images/measurements/palette-pipeline/rare-colors-600x450.png,128,gamma,gamma sRGB,270000,strict,0.001,0.05,0.8,7,8256,64.5,7,8256,64.5,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,rare-colors,sparse rare colors,rare-color,images/measurements/palette-pipeline/rare-colors-600x450.png,128,gamma,gamma sRGB,270000,balanced,0.002,0.15,0.8,6,8240,64.375,6,8240,64.375,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,rare-colors,sparse rare colors,rare-color,images/measurements/palette-pipeline/rare-colors-600x450.png,128,gamma,gamma sRGB,270000,relaxed,0.005,0.25,0.8,6,8240,64.375,6,8240,64.375,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,rare-colors,sparse rare colors,rare-color,images/measurements/palette-pipeline/rare-colors-600x450.png,128,linear,linear RGB,270000,strict,0.001,0.05,0.8,8,8034,62.765625,8,8034,62.765625,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,rare-colors,sparse rare colors,rare-color,images/measurements/palette-pipeline/rare-colors-600x450.png,128,linear,linear RGB,270000,balanced,0.002,0.15,0.8,7,7252,56.65625,7,7252,56.65625,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,rare-colors,sparse rare colors,rare-color,images/measurements/palette-pipeline/rare-colors-600x450.png,128,linear,linear RGB,270000,relaxed,0.005,0.25,0.8,6,5205,40.6640625,6,5205,40.6640625,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,rare-colors,sparse rare colors,rare-color,images/measurements/palette-pipeline/rare-colors-600x450.png,128,oklab,OKLab,270000,strict,0.001,0.05,0.8,6,2949,23.0390625,6,2949,23.0390625,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,rare-colors,sparse rare colors,rare-color,images/measurements/palette-pipeline/rare-colors-600x450.png,128,oklab,OKLab,270000,balanced,0.002,0.15,0.8,6,2949,23.0390625,6,2949,23.0390625,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,rare-colors,sparse rare colors,rare-color,images/measurements/palette-pipeline/rare-colors-600x450.png,128,oklab,OKLab,270000,relaxed,0.005,0.25,0.8,6,2949,23.0390625,6,2949,23.0390625,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,rare-colors,sparse rare colors,rare-color,images/measurements/palette-pipeline/rare-colors-600x450.png,256,cielab,CIELAB,270000,strict,0.001,0.05,0.8,6,3120,12.1875,6,3120,12.1875,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,rare-colors,sparse rare colors,rare-color,images/measurements/palette-pipeline/rare-colors-600x450.png,256,cielab,CIELAB,270000,balanced,0.002,0.15,0.8,6,3120,12.1875,6,3120,12.1875,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,rare-colors,sparse rare colors,rare-color,images/measurements/palette-pipeline/rare-colors-600x450.png,256,cielab,CIELAB,270000,relaxed,0.005,0.25,0.8,6,3120,12.1875,6,3120,12.1875,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,rare-colors,sparse rare colors,rare-color,images/measurements/palette-pipeline/rare-colors-600x450.png,256,din99d,DIN99d,270000,strict,0.001,0.05,0.8,7,5858,22.8828125,7,5858,22.8828125,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,rare-colors,sparse rare colors,rare-color,images/measurements/palette-pipeline/rare-colors-600x450.png,256,din99d,DIN99d,270000,balanced,0.002,0.15,0.8,7,5858,22.8828125,7,5858,22.8828125,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,rare-colors,sparse rare colors,rare-color,images/measurements/palette-pipeline/rare-colors-600x450.png,256,din99d,DIN99d,270000,relaxed,0.005,0.25,0.8,6,2311,9.02734375,6,2311,9.02734375,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,rare-colors,sparse rare colors,rare-color,images/measurements/palette-pipeline/rare-colors-600x450.png,256,gamma,gamma sRGB,270000,strict,0.001,0.05,0.8,7,8256,32.25,7,8256,32.25,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,rare-colors,sparse rare colors,rare-color,images/measurements/palette-pipeline/rare-colors-600x450.png,256,gamma,gamma sRGB,270000,balanced,0.002,0.15,0.8,7,8256,32.25,7,8256,32.25,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,rare-colors,sparse rare colors,rare-color,images/measurements/palette-pipeline/rare-colors-600x450.png,256,gamma,gamma sRGB,270000,relaxed,0.005,0.25,0.8,6,8240,32.1875,6,8240,32.1875,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,rare-colors,sparse rare colors,rare-color,images/measurements/palette-pipeline/rare-colors-600x450.png,256,linear,linear RGB,270000,strict,0.001,0.05,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,rare-colors,sparse rare colors,rare-color,images/measurements/palette-pipeline/rare-colors-600x450.png,256,linear,linear RGB,270000,balanced,0.002,0.15,0.8,8,8034,31.3828125,8,8034,31.3828125,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,rare-colors,sparse rare colors,rare-color,images/measurements/palette-pipeline/rare-colors-600x450.png,256,linear,linear RGB,270000,relaxed,0.005,0.25,0.8,6,5205,20.33203125,6,5205,20.33203125,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,rare-colors,sparse rare colors,rare-color,images/measurements/palette-pipeline/rare-colors-600x450.png,256,oklab,OKLab,270000,strict,0.001,0.05,0.8,6,2949,11.51953125,6,2949,11.51953125,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,rare-colors,sparse rare colors,rare-color,images/measurements/palette-pipeline/rare-colors-600x450.png,256,oklab,OKLab,270000,balanced,0.002,0.15,0.8,6,2949,11.51953125,6,2949,11.51953125,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,rare-colors,sparse rare colors,rare-color,images/measurements/palette-pipeline/rare-colors-600x450.png,256,oklab,OKLab,270000,relaxed,0.005,0.25,0.8,6,2949,11.51953125,6,2949,11.51953125,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,smooth-gradient-medium,smooth gradient,gradient,images/measurements/palette-pipeline/smooth-gradient-600x450.png,64,cielab,CIELAB,270000,strict,0.001,0.05,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,smooth-gradient-medium,smooth gradient,gradient,images/measurements/palette-pipeline/smooth-gradient-600x450.png,64,cielab,CIELAB,270000,balanced,0.002,0.15,0.8,7,8138,127.15625,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,smooth-gradient-medium,smooth gradient,gradient,images/measurements/palette-pipeline/smooth-gradient-600x450.png,64,cielab,CIELAB,270000,relaxed,0.005,0.25,0.8,6,2107,32.921875,6,2107,32.921875,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,smooth-gradient-medium,smooth gradient,gradient,images/measurements/palette-pipeline/smooth-gradient-600x450.png,64,din99d,DIN99d,270000,strict,0.001,0.05,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,smooth-gradient-medium,smooth gradient,gradient,images/measurements/palette-pipeline/smooth-gradient-600x450.png,64,din99d,DIN99d,270000,balanced,0.002,0.15,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,smooth-gradient-medium,smooth gradient,gradient,images/measurements/palette-pipeline/smooth-gradient-600x450.png,64,din99d,DIN99d,270000,relaxed,0.005,0.25,0.8,8,30870,482.34375,8,30870,482.34375,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,smooth-gradient-medium,smooth gradient,gradient,images/measurements/palette-pipeline/smooth-gradient-600x450.png,64,gamma,gamma sRGB,270000,strict,0.001,0.05,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,smooth-gradient-medium,smooth gradient,gradient,images/measurements/palette-pipeline/smooth-gradient-600x450.png,64,gamma,gamma sRGB,270000,balanced,0.002,0.15,0.8,6,9996,156.1875,8,131200,2050.0,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,smooth-gradient-medium,smooth gradient,gradient,images/measurements/palette-pipeline/smooth-gradient-600x450.png,64,gamma,gamma sRGB,270000,relaxed,0.005,0.25,0.8,4,612,9.5625,4,612,9.5625,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,smooth-gradient-medium,smooth gradient,gradient,images/measurements/palette-pipeline/smooth-gradient-600x450.png,64,linear,linear RGB,270000,strict,0.001,0.05,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,smooth-gradient-medium,smooth gradient,gradient,images/measurements/palette-pipeline/smooth-gradient-600x450.png,64,linear,linear RGB,270000,balanced,0.002,0.15,0.8,8,86680,1354.375,8,86680,1354.375,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,smooth-gradient-medium,smooth gradient,gradient,images/measurements/palette-pipeline/smooth-gradient-600x450.png,64,linear,linear RGB,270000,relaxed,0.005,0.25,0.8,5,3507,54.796875,5,3507,54.796875,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,smooth-gradient-medium,smooth gradient,gradient,images/measurements/palette-pipeline/smooth-gradient-600x450.png,64,oklab,OKLab,270000,strict,0.001,0.05,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,smooth-gradient-medium,smooth gradient,gradient,images/measurements/palette-pipeline/smooth-gradient-600x450.png,64,oklab,OKLab,270000,balanced,0.002,0.15,0.8,8,28928,452.0,8,28928,452.0,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,smooth-gradient-medium,smooth gradient,gradient,images/measurements/palette-pipeline/smooth-gradient-600x450.png,64,oklab,OKLab,270000,relaxed,0.005,0.25,0.8,7,7623,119.109375,7,7623,119.109375,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,smooth-gradient-medium,smooth gradient,gradient,images/measurements/palette-pipeline/smooth-gradient-600x450.png,128,cielab,CIELAB,270000,strict,0.001,0.05,0.8,7,8138,63.578125,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,smooth-gradient-medium,smooth gradient,gradient,images/measurements/palette-pipeline/smooth-gradient-600x450.png,128,cielab,CIELAB,270000,balanced,0.002,0.15,0.8,7,8138,63.578125,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,smooth-gradient-medium,smooth gradient,gradient,images/measurements/palette-pipeline/smooth-gradient-600x450.png,128,cielab,CIELAB,270000,relaxed,0.005,0.25,0.8,7,8138,63.578125,7,8138,63.578125,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,smooth-gradient-medium,smooth gradient,gradient,images/measurements/palette-pipeline/smooth-gradient-600x450.png,128,din99d,DIN99d,270000,strict,0.001,0.05,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,smooth-gradient-medium,smooth gradient,gradient,images/measurements/palette-pipeline/smooth-gradient-600x450.png,128,din99d,DIN99d,270000,balanced,0.002,0.15,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,smooth-gradient-medium,smooth gradient,gradient,images/measurements/palette-pipeline/smooth-gradient-600x450.png,128,din99d,DIN99d,270000,relaxed,0.005,0.25,0.8,5,577,4.5078125,,,,yes
