name,colors,threads,normal_bytes,or_bytes,size_ratio,normal_ms,or_ms,cli_speedup,indexed_speedup,changed_pixels,alpha_changed_pixels,normal_msssim,or_msssim,normal_deltae,or_deltae
picsum-95-p256-t1,256,1,957608,604191,0.6309377114643988,94.86091700091492,57.945915999880526,1.637059581577941,14.090251332825591,0,0,0.996728,0.996728,2.851605,2.851605
picsum-96-p256-t1,256,1,330917,470613,1.422148151953511,52.63504100003047,49.40225000063947,1.0654381328653888,2.326157595450853,0,0,0.990622,0.990622,2.517322,2.517322
picsum-98-p256-t1,256,1,493808,554403,1.122709636133882,66.01516699993226,57.59525000030408,1.1461911702715715,4.124685591088753,0,0,0.990796,0.990796,3.086498,3.086498
picsum-99-p256-t1,256,1,837925,516620,0.6165468269833219,69.66708400068455,36.1192079999455,1.928809845464764,13.92934564431955,0,0,0.976208,0.976208,1.358143,1.358143
picsum-100-p256-t1,256,1,514568,487742,0.9478669485859984,45.96504099936283,36.580707999746664,1.2565377630110701,4.654704944178629,0,0,0.994683,0.994683,1.620314,1.620314
picsum-101-p256-t1,256,1,487274,411767,0.8450420092186326,53.8149580006575,44.00783299934119,1.2228495322971964,5.790697674418605,0,0,0.99631,0.99631,1.937409,1.937409
snake-p16-t1,16,1,104209,123286,1.1830648024642785,25.469875001363107,24.812208001094405,1.0265057829694033,1.8471138845553823,0,0,0.91847,0.91847,10.699538,10.699538
snake-p16-t4,16,4,90715,98015,1.080471807308604,21.138916999916546,20.89250000062748,1.0117945195300546,,0,0,0.931329,0.931329,7.483759,7.483759
snake-p256-t1,256,1,299483,312223,1.042539977227422,54.47733300024993,49.331041000186815,1.1043215771595742,4.414858645627876,0,0,0.991198,0.991198,2.728167,2.728167
snake-p256-t4,256,4,305106,321295,1.0530602479138398,40.42154099988693,40.57608299990534,0.9961913031373982,,0,0,0.992344,0.992344,2.364255,2.364255
egret-p16-t1,16,1,74445,104715,1.4066089059036873,21.610750000036205,21.41479100100696,1.0091506379408526,1.6172607879924952,0,0,0.924886,0.924886,10.722998,10.722998
egret-p16-t4,16,4,58572,77968,1.3311479888001092,15.724040998975397,15.723874999821419,1.000010557140271,,0,0,0.943076,0.943076,6.895656,6.895656
egret-p256-t1,256,1,187590,232789,1.2409456794072178,31.095708000066224,29.151042001103633,1.0667099995564127,2.478748997594226,0,0,0.994462,0.994462,2.136528,2.136528
egret-p256-t4,256,4,192857,240489,1.246980923689573,21.261166999465786,21.46600000014587,0.9904577936886849,,0,0,0.995541,0.995541,1.900896,1.900896
autumn-resized-p16-t1,16,1,175407,152061,0.8669038293796713,33.71204199902422,31.986375000997214,1.0539500646126112,2.7832402234636873,0,0,0.969799,0.969799,5.541378,5.541378
autumn-resized-p16-t4,16,4,172251,157113,0.9121166205130885,26.114833999599796,26.037542000267422,1.0029684829440344,,0,0,0.97688,0.97688,4.425293,4.425293
autumn-resized-p256-t1,256,1,596776,420598,0.7047837044385163,68.8014999996085,46.833124999466236,1.4690777094287992,12.426006528835693,0,0,0.997689,0.997689,1.727537,1.727537
autumn-resized-p256-t4,256,4,608822,420623,0.6908800930321177,38.745584000935196,38.35404199890036,1.0102086242186956,,0,0,0.99809,0.99809,1.548026,1.548026
fisheye-resized-p16-t1,16,1,238990,232576,0.9731620569898322,38.469125000119675,36.30337499998859,1.0596569878181235,2.7814977973568284,0,0,0.96383,0.96383,7.495056,7.495056
fisheye-resized-p16-t4,16,4,228958,201117,0.8784012788371667,29.682750000574742,29.73179199943843,0.9983505199126709,,0,0,0.968001,0.968001,5.163012,5.163012
fisheye-resized-p256-t1,256,1,631040,484553,0.7678641607505071,81.20550000057847,60.82150000111142,1.3351446445598114,9.552219321148824,0,0,0.996761,0.996761,2.010642,2.010642
fisheye-resized-p256-t4,256,4,644914,485284,0.7524786250569844,50.7562090006104,49.97437499878288,1.0156446979446279,,0,0,0.997263,0.997263,1.64189,1.64189
