revision,platform,fixture_id,fixture_label,colors,colorspace,colorspace_label,config,label,enabled,policy,timing,rate,channel_l,MS-SSIM,Delta E00_mean,Delta Chroma_mean,palette_entries,palette_channels,unsafe_entries,unsafe_channels,unsafe_channel_fraction,mean_abs_roundtrip_drift,max_abs_roundtrip_drift,encoded_bytes,command,assessment_command
bd00a0a034ff1e8fd4f233911f686a4aed0ea9ac,macOS-26.5.1-arm64-arm-64bit-Mach-O,natural-snake,natural photograph,200,gamma,sRGB gamma,off,snap off,False,none,off,0.0,0.85,0.989083,2.454089,1.980673,200,600,188,370,0.6166666666666667,0.6166666666666667,1,285644,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xgamma -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 200 --snap-policy=none --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
bd00a0a034ff1e8fd4f233911f686a4aed0ea9ac,macOS-26.5.1-arm64-arm-64bit-Mach-O,natural-snake,natural photograph,200,gamma,sRGB gamma,nearest-quarter,nearest / all / rate 0.25,True,nearest,all,0.25,0.85,0.988738,2.454322,1.993302,200,600,159,254,0.42333333333333334,0.42333333333333334,1,284650,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xgamma -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 200 --snap-policy=nearest:timing=all:rate=0.25:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
bd00a0a034ff1e8fd4f233911f686a4aed0ea9ac,macOS-26.5.1-arm64-arm-64bit-Mach-O,natural-snake,natural photograph,200,gamma,sRGB gamma,nearest-once,nearest / once / rate 1,True,nearest,once,1.0,0.85,0.989005,2.44195,2.034254,200,600,0,0,0.0,0.0,0,288982,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xgamma -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 200 --snap-policy=nearest:timing=once:rate=1:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
bd00a0a034ff1e8fd4f233911f686a4aed0ea9ac,macOS-26.5.1-arm64-arm-64bit-Mach-O,natural-snake,natural photograph,200,gamma,sRGB gamma,nearest-all,nearest / all / rate 1,True,nearest,all,1.0,0.85,0.987708,2.463918,2.008888,200,600,0,0,0.0,0.0,0,290663,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xgamma -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 200 --snap-policy=nearest:timing=all:rate=1:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
bd00a0a034ff1e8fd4f233911f686a4aed0ea9ac,macOS-26.5.1-arm64-arm-64bit-Mach-O,natural-snake,natural photograph,200,gamma,sRGB gamma,reversible-all,reversible / all / rate 1,True,reversible,all,1.0,0.85,0.987697,2.519456,2.086846,200,600,0,0,0.0,0.0,0,287662,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xgamma -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 200 --snap-policy=reversible:timing=all:rate=1:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
bd00a0a034ff1e8fd4f233911f686a4aed0ea9ac,macOS-26.5.1-arm64-arm-64bit-Mach-O,natural-snake,natural photograph,200,linear,linear RGB,off,snap off,False,none,off,0.0,0.85,0.991205,2.522532,2.82707,200,600,191,385,0.6416666666666667,0.6416666666666667,1,311547,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xlinear -Wlinear --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 200 --snap-policy=none --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
bd00a0a034ff1e8fd4f233911f686a4aed0ea9ac,macOS-26.5.1-arm64-arm-64bit-Mach-O,natural-snake,natural photograph,200,linear,linear RGB,nearest-quarter,nearest / all / rate 0.25,True,nearest,all,0.25,0.85,0.991442,2.500941,2.830752,200,600,196,410,0.6833333333333333,0.6833333333333333,1,310464,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xlinear -Wlinear --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 200 --snap-policy=nearest:timing=all:rate=0.25:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
bd00a0a034ff1e8fd4f233911f686a4aed0ea9ac,macOS-26.5.1-arm64-arm-64bit-Mach-O,natural-snake,natural photograph,200,linear,linear RGB,nearest-once,nearest / once / rate 1,True,nearest,once,1.0,0.85,0.989698,2.74986,2.961136,200,600,0,0,0.0,0.0,0,319646,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xlinear -Wlinear --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 200 --snap-policy=nearest:timing=once:rate=1:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
bd00a0a034ff1e8fd4f233911f686a4aed0ea9ac,macOS-26.5.1-arm64-arm-64bit-Mach-O,natural-snake,natural photograph,200,linear,linear RGB,nearest-all,nearest / all / rate 1,True,nearest,all,1.0,0.85,0.987608,2.898534,3.130559,200,600,0,0,0.0,0.0,0,316578,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xlinear -Wlinear --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 200 --snap-policy=nearest:timing=all:rate=1:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
bd00a0a034ff1e8fd4f233911f686a4aed0ea9ac,macOS-26.5.1-arm64-arm-64bit-Mach-O,natural-snake,natural photograph,200,linear,linear RGB,reversible-all,reversible / all / rate 1,True,reversible,all,1.0,0.85,0.988232,2.825642,3.045949,200,600,0,0,0.0,0.0,0,314764,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xlinear -Wlinear --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 200 --snap-policy=reversible:timing=all:rate=1:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
bd00a0a034ff1e8fd4f233911f686a4aed0ea9ac,macOS-26.5.1-arm64-arm-64bit-Mach-O,natural-snake,natural photograph,200,oklab,OKLab,off,snap off,False,none,off,0.0,0.85,0.992001,2.649607,2.75858,200,600,185,357,0.595,0.595,1,314727,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xoklab -Woklab --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 200 --snap-policy=none --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
bd00a0a034ff1e8fd4f233911f686a4aed0ea9ac,macOS-26.5.1-arm64-arm-64bit-Mach-O,natural-snake,natural photograph,200,oklab,OKLab,nearest-quarter,nearest / all / rate 0.25,True,nearest,all,0.25,0.85,0.992117,2.622437,2.577369,200,600,183,356,0.5933333333333334,0.5933333333333334,1,309814,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xoklab -Woklab --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 200 --snap-policy=nearest:timing=all:rate=0.25:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
bd00a0a034ff1e8fd4f233911f686a4aed0ea9ac,macOS-26.5.1-arm64-arm-64bit-Mach-O,natural-snake,natural photograph,200,oklab,OKLab,nearest-once,nearest / once / rate 1,True,nearest,once,1.0,0.85,0.991664,2.868901,2.825567,200,600,0,0,0.0,0.0,0,318798,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xoklab -Woklab --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 200 --snap-policy=nearest:timing=once:rate=1:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
bd00a0a034ff1e8fd4f233911f686a4aed0ea9ac,macOS-26.5.1-arm64-arm-64bit-Mach-O,natural-snake,natural photograph,200,oklab,OKLab,nearest-all,nearest / all / rate 1,True,nearest,all,1.0,0.85,0.991891,2.971267,2.891346,200,600,0,0,0.0,0.0,0,320945,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xoklab -Woklab --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 200 --snap-policy=nearest:timing=all:rate=1:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
bd00a0a034ff1e8fd4f233911f686a4aed0ea9ac,macOS-26.5.1-arm64-arm-64bit-Mach-O,natural-snake,natural photograph,200,oklab,OKLab,reversible-all,reversible / all / rate 1,True,reversible,all,1.0,0.85,0.991937,2.904116,2.792343,200,600,0,0,0.0,0.0,0,324533,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xoklab -Woklab --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 200 --snap-policy=reversible:timing=all:rate=1:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
bd00a0a034ff1e8fd4f233911f686a4aed0ea9ac,macOS-26.5.1-arm64-arm-64bit-Mach-O,natural-snake,natural photograph,200,cielab,CIELAB,off,snap off,False,none,off,0.0,0.85,0.98587,2.392711,1.787168,200,600,194,378,0.63,0.63,1,313134,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xcielab -Wcielab --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 200 --snap-policy=none --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
bd00a0a034ff1e8fd4f233911f686a4aed0ea9ac,macOS-26.5.1-arm64-arm-64bit-Mach-O,natural-snake,natural photograph,200,cielab,CIELAB,nearest-quarter,nearest / all / rate 0.25,True,nearest,all,0.25,0.85,0.985977,2.405516,1.813397,200,600,193,381,0.635,0.635,1,311435,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xcielab -Wcielab --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 200 --snap-policy=nearest:timing=all:rate=0.25:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
bd00a0a034ff1e8fd4f233911f686a4aed0ea9ac,macOS-26.5.1-arm64-arm-64bit-Mach-O,natural-snake,natural photograph,200,cielab,CIELAB,nearest-once,nearest / once / rate 1,True,nearest,once,1.0,0.85,0.983357,2.760497,2.026787,200,600,0,0,0.0,0.0,0,328908,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xcielab -Wcielab --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 200 --snap-policy=nearest:timing=once:rate=1:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
bd00a0a034ff1e8fd4f233911f686a4aed0ea9ac,macOS-26.5.1-arm64-arm-64bit-Mach-O,natural-snake,natural photograph,200,cielab,CIELAB,nearest-all,nearest / all / rate 1,True,nearest,all,1.0,0.85,0.984298,2.722731,1.990637,200,600,0,0,0.0,0.0,0,321304,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xcielab -Wcielab --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 200 --snap-policy=nearest:timing=all:rate=1:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
bd00a0a034ff1e8fd4f233911f686a4aed0ea9ac,macOS-26.5.1-arm64-arm-64bit-Mach-O,natural-snake,natural photograph,200,cielab,CIELAB,reversible-all,reversible / all / rate 1,True,reversible,all,1.0,0.85,0.982335,2.731093,2.003214,200,600,0,0,0.0,0.0,0,325665,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xcielab -Wcielab --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 200 --snap-policy=reversible:timing=all:rate=1:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
bd00a0a034ff1e8fd4f233911f686a4aed0ea9ac,macOS-26.5.1-arm64-arm-64bit-Mach-O,natural-snake,natural photograph,200,din99d,DIN99d,off,snap off,False,none,off,0.0,0.85,0.975413,2.445457,1.906124,200,600,189,359,0.5983333333333334,0.5983333333333334,1,305121,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xdin99d -Wdin99d --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 200 --snap-policy=none --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
bd00a0a034ff1e8fd4f233911f686a4aed0ea9ac,macOS-26.5.1-arm64-arm-64bit-Mach-O,natural-snake,natural photograph,200,din99d,DIN99d,nearest-quarter,nearest / all / rate 0.25,True,nearest,all,0.25,0.85,0.975374,2.380856,1.881589,200,600,193,370,0.6166666666666667,0.6166666666666667,1,304678,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xdin99d -Wdin99d --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 200 --snap-policy=nearest:timing=all:rate=0.25:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
bd00a0a034ff1e8fd4f233911f686a4aed0ea9ac,macOS-26.5.1-arm64-arm-64bit-Mach-O,natural-snake,natural photograph,200,din99d,DIN99d,nearest-once,nearest / once / rate 1,True,nearest,once,1.0,0.85,0.975825,2.496865,1.984889,200,600,0,0,0.0,0.0,0,310831,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xdin99d -Wdin99d --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 200 --snap-policy=nearest:timing=once:rate=1:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
bd00a0a034ff1e8fd4f233911f686a4aed0ea9ac,macOS-26.5.1-arm64-arm-64bit-Mach-O,natural-snake,natural photograph,200,din99d,DIN99d,nearest-all,nearest / all / rate 1,True,nearest,all,1.0,0.85,0.97317,2.645422,2.138659,200,600,0,0,0.0,0.0,0,314677,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xdin99d -Wdin99d --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 200 --snap-policy=nearest:timing=all:rate=1:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
bd00a0a034ff1e8fd4f233911f686a4aed0ea9ac,macOS-26.5.1-arm64-arm-64bit-Mach-O,natural-snake,natural photograph,200,din99d,DIN99d,reversible-all,reversible / all / rate 1,True,reversible,all,1.0,0.85,0.974147,2.594365,2.028132,200,600,0,0,0.0,0.0,0,310341,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xdin99d -Wdin99d --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 200 --snap-policy=reversible:timing=all:rate=1:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
bd00a0a034ff1e8fd4f233911f686a4aed0ea9ac,macOS-26.5.1-arm64-arm-64bit-Mach-O,natural-snake,natural photograph,202,gamma,sRGB gamma,off,snap off,False,none,off,0.0,0.85,0.989083,2.44164,1.968464,202,606,193,371,0.6122112211221122,0.6122112211221122,1,286356,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xgamma -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 202 --snap-policy=none --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
bd00a0a034ff1e8fd4f233911f686a4aed0ea9ac,macOS-26.5.1-arm64-arm-64bit-Mach-O,natural-snake,natural photograph,202,gamma,sRGB gamma,nearest-quarter,nearest / all / rate 0.25,True,nearest,all,0.25,0.85,0.988708,2.448089,1.993363,202,606,158,256,0.42244224422442245,0.42244224422442245,1,284307,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xgamma -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 202 --snap-policy=nearest:timing=all:rate=0.25:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
bd00a0a034ff1e8fd4f233911f686a4aed0ea9ac,macOS-26.5.1-arm64-arm-64bit-Mach-O,natural-snake,natural photograph,202,gamma,sRGB gamma,nearest-once,nearest / once / rate 1,True,nearest,once,1.0,0.85,0.988962,2.437362,2.032358,202,606,0,0,0.0,0.0,0,289684,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xgamma -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 202 --snap-policy=nearest:timing=once:rate=1:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
bd00a0a034ff1e8fd4f233911f686a4aed0ea9ac,macOS-26.5.1-arm64-arm-64bit-Mach-O,natural-snake,natural photograph,202,gamma,sRGB gamma,nearest-all,nearest / all / rate 1,True,nearest,all,1.0,0.85,0.987779,2.463534,2.015374,202,606,0,0,0.0,0.0,0,291704,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xgamma -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 202 --snap-policy=nearest:timing=all:rate=1:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
bd00a0a034ff1e8fd4f233911f686a4aed0ea9ac,macOS-26.5.1-arm64-arm-64bit-Mach-O,natural-snake,natural photograph,202,gamma,sRGB gamma,reversible-all,reversible / all / rate 1,True,reversible,all,1.0,0.85,0.987863,2.511676,2.079717,202,606,0,0,0.0,0.0,0,288052,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xgamma -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 202 --snap-policy=reversible:timing=all:rate=1:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
bd00a0a034ff1e8fd4f233911f686a4aed0ea9ac,macOS-26.5.1-arm64-arm-64bit-Mach-O,natural-snake,natural photograph,202,linear,linear RGB,off,snap off,False,none,off,0.0,0.85,0.991178,2.500722,2.807542,202,606,191,392,0.6468646864686468,0.6468646864686468,1,312881,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xlinear -Wlinear --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 202 --snap-policy=none --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
bd00a0a034ff1e8fd4f233911f686a4aed0ea9ac,macOS-26.5.1-arm64-arm-64bit-Mach-O,natural-snake,natural photograph,202,linear,linear RGB,nearest-quarter,nearest / all / rate 0.25,True,nearest,all,0.25,0.85,0.991517,2.488856,2.799278,202,606,196,414,0.6831683168316832,0.6831683168316832,1,312600,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xlinear -Wlinear --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 202 --snap-policy=nearest:timing=all:rate=0.25:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
bd00a0a034ff1e8fd4f233911f686a4aed0ea9ac,macOS-26.5.1-arm64-arm-64bit-Mach-O,natural-snake,natural photograph,202,linear,linear RGB,nearest-once,nearest / once / rate 1,True,nearest,once,1.0,0.85,0.989754,2.724089,2.934792,202,606,0,0,0.0,0.0,0,320854,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xlinear -Wlinear --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 202 --snap-policy=nearest:timing=once:rate=1:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
bd00a0a034ff1e8fd4f233911f686a4aed0ea9ac,macOS-26.5.1-arm64-arm-64bit-Mach-O,natural-snake,natural photograph,202,linear,linear RGB,nearest-all,nearest / all / rate 1,True,nearest,all,1.0,0.85,0.987655,2.87667,3.127544,202,606,0,0,0.0,0.0,0,319774,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xlinear -Wlinear --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 202 --snap-policy=nearest:timing=all:rate=1:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
bd00a0a034ff1e8fd4f233911f686a4aed0ea9ac,macOS-26.5.1-arm64-arm-64bit-Mach-O,natural-snake,natural photograph,202,linear,linear RGB,reversible-all,reversible / all / rate 1,True,reversible,all,1.0,0.85,0.988231,2.812879,3.027725,202,606,0,0,0.0,0.0,0,317513,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xlinear -Wlinear --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 202 --snap-policy=reversible:timing=all:rate=1:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
bd00a0a034ff1e8fd4f233911f686a4aed0ea9ac,macOS-26.5.1-arm64-arm-64bit-Mach-O,natural-snake,natural photograph,202,oklab,OKLab,off,snap off,False,none,off,0.0,0.85,0.992646,2.609643,2.727701,202,606,187,362,0.5973597359735974,0.5973597359735974,1,317781,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xoklab -Woklab --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 202 --snap-policy=none --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
bd00a0a034ff1e8fd4f233911f686a4aed0ea9ac,macOS-26.5.1-arm64-arm-64bit-Mach-O,natural-snake,natural photograph,202,oklab,OKLab,nearest-quarter,nearest / all / rate 0.25,True,nearest,all,0.25,0.85,0.992463,2.593208,2.539326,202,606,188,363,0.599009900990099,0.599009900990099,1,311590,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xoklab -Woklab --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 202 --snap-policy=nearest:timing=all:rate=0.25:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
