revision,platform,sweep,control_value,fixture_id,fixture_label,fixture_class,colors,colorspace,policy,timing,rate,channel_l,merge_policy,MS-SSIM,Delta E00_mean,Delta Chroma_mean,palette_entries,palette_channels,unsafe_entries,unsafe_channels,unsafe_channel_fraction,mean_abs_roundtrip_drift,max_abs_roundtrip_drift,encoded_bytes,command,assessment_command
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,rate,0.75,a98-gamut,Adobe RGB gamut ramps,broad-gamut,64,gamma,nearest,all,0.75,0.85,none,0.947402,3.682521,3.94238,64,192,0,0,0.0,0.0,0,121806,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xgamma -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 64 --snap-policy=nearest:timing=all:rate=0.75:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,rate,1,a98-gamut,Adobe RGB gamut ramps,broad-gamut,64,gamma,nearest,all,1.0,0.85,none,0.947816,3.734842,3.954018,64,192,0,0,0.0,0.0,0,123528,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xgamma -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 64 --snap-policy=nearest:timing=all:rate=1:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,rate,0,a98-gamut,Adobe RGB gamut ramps,broad-gamut,64,linear,none,off,0.0,0.85,none,0.932542,4.389265,4.257329,64,192,49,71,0.3697916666666667,0.3697916666666667,1,117314,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xlinear -Wlinear --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 64 --snap-policy=none --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,rate,0.25,a98-gamut,Adobe RGB gamut ramps,broad-gamut,64,linear,nearest,all,0.25,0.85,none,0.931981,4.450234,4.299278,64,192,21,25,0.13020833333333334,0.13020833333333334,1,117215,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xlinear -Wlinear --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 64 --snap-policy=nearest:timing=all:rate=0.25:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,rate,0.5,a98-gamut,Adobe RGB gamut ramps,broad-gamut,64,linear,nearest,all,0.5,0.85,none,0.930057,4.483878,4.276507,64,192,0,0,0.0,0.0,0,117382,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xlinear -Wlinear --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 64 --snap-policy=nearest:timing=all:rate=0.5:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,rate,0.75,a98-gamut,Adobe RGB gamut ramps,broad-gamut,64,linear,nearest,all,0.75,0.85,none,0.92846,4.565667,4.424529,64,192,0,0,0.0,0.0,0,119872,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xlinear -Wlinear --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 64 --snap-policy=nearest:timing=all:rate=0.75:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,rate,1,a98-gamut,Adobe RGB gamut ramps,broad-gamut,64,linear,nearest,all,1.0,0.85,none,0.922575,4.604708,4.363899,64,192,0,0,0.0,0.0,0,118224,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xlinear -Wlinear --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 64 --snap-policy=nearest:timing=all:rate=1:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,rate,0,a98-gamut,Adobe RGB gamut ramps,broad-gamut,64,oklab,none,off,0.0,0.85,none,0.941727,4.160183,4.443392,64,192,63,108,0.5625,0.5625,1,126175,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xoklab -Woklab --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 64 --snap-policy=none --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,rate,0.25,a98-gamut,Adobe RGB gamut ramps,broad-gamut,64,oklab,nearest,all,0.25,0.85,none,0.944091,3.84517,4.27423,64,192,53,84,0.4375,0.4375,1,123337,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xoklab -Woklab --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 64 --snap-policy=nearest:timing=all:rate=0.25:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,rate,0.5,a98-gamut,Adobe RGB gamut ramps,broad-gamut,64,oklab,nearest,all,0.5,0.85,none,0.943657,4.116104,4.379081,64,192,28,35,0.18229166666666666,0.18229166666666666,1,122312,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xoklab -Woklab --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 64 --snap-policy=nearest:timing=all:rate=0.5:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,rate,0.75,a98-gamut,Adobe RGB gamut ramps,broad-gamut,64,oklab,nearest,all,0.75,0.85,none,0.94471,4.034803,4.262767,64,192,20,21,0.109375,0.109375,1,121127,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xoklab -Woklab --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 64 --snap-policy=nearest:timing=all:rate=0.75:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,rate,1,a98-gamut,Adobe RGB gamut ramps,broad-gamut,64,oklab,nearest,all,1.0,0.85,none,0.953715,3.805851,4.313609,64,192,0,0,0.0,0.0,0,121882,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xoklab -Woklab --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 64 --snap-policy=nearest:timing=all:rate=1:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,rate,0,a98-gamut,Adobe RGB gamut ramps,broad-gamut,64,cielab,none,off,0.0,0.85,none,0.935748,3.606276,3.679346,64,192,56,95,0.4947916666666667,0.4947916666666667,1,122033,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xcielab -Wcielab --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 64 --snap-policy=none --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,rate,0.25,a98-gamut,Adobe RGB gamut ramps,broad-gamut,64,cielab,nearest,all,0.25,0.85,none,0.935835,3.616016,3.457806,64,192,45,59,0.3072916666666667,0.3072916666666667,1,121133,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xcielab -Wcielab --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 64 --snap-policy=nearest:timing=all:rate=0.25:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,rate,0.5,a98-gamut,Adobe RGB gamut ramps,broad-gamut,64,cielab,nearest,all,0.5,0.85,none,0.93999,3.633363,3.563125,64,192,22,22,0.11458333333333333,0.11458333333333333,1,122644,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xcielab -Wcielab --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 64 --snap-policy=nearest:timing=all:rate=0.5:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,rate,0.75,a98-gamut,Adobe RGB gamut ramps,broad-gamut,64,cielab,nearest,all,0.75,0.85,none,0.940136,3.656409,3.602219,64,192,18,18,0.09375,0.09375,1,122550,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xcielab -Wcielab --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 64 --snap-policy=nearest:timing=all:rate=0.75:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,rate,1,a98-gamut,Adobe RGB gamut ramps,broad-gamut,64,cielab,nearest,all,1.0,0.85,none,0.939601,3.629469,3.647645,64,192,0,0,0.0,0.0,0,123558,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xcielab -Wcielab --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 64 --snap-policy=nearest:timing=all:rate=1:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,rate,0,a98-gamut,Adobe RGB gamut ramps,broad-gamut,64,din99d,none,off,0.0,0.85,none,0.942692,3.30699,4.00488,64,192,55,102,0.53125,0.53125,1,113603,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xdin99d -Wdin99d --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 64 --snap-policy=none --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,rate,0.25,a98-gamut,Adobe RGB gamut ramps,broad-gamut,64,din99d,nearest,all,0.25,0.85,none,0.948021,3.313561,3.968721,64,192,55,96,0.5,0.5,1,110981,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xdin99d -Wdin99d --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 64 --snap-policy=nearest:timing=all:rate=0.25:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,rate,0.5,a98-gamut,Adobe RGB gamut ramps,broad-gamut,64,din99d,nearest,all,0.5,0.85,none,0.950279,3.275593,3.883863,64,192,24,26,0.13541666666666666,0.13541666666666666,1,112849,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xdin99d -Wdin99d --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 64 --snap-policy=nearest:timing=all:rate=0.5:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,rate,0.75,a98-gamut,Adobe RGB gamut ramps,broad-gamut,64,din99d,nearest,all,0.75,0.85,none,0.950703,3.219373,3.799834,64,192,12,13,0.06770833333333333,0.06770833333333333,1,111591,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xdin99d -Wdin99d --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 64 --snap-policy=nearest:timing=all:rate=0.75:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,rate,1,a98-gamut,Adobe RGB gamut ramps,broad-gamut,64,din99d,nearest,all,1.0,0.85,none,0.946713,3.257329,4.021472,64,192,0,0,0.0,0.0,0,111447,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=none --cover-policy=off -Xdin99d -Wdin99d --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 64 --snap-policy=nearest:timing=all:rate=1:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,timing,off,natural-snake,natural photograph,natural,64,gamma,none,off,0.0,0.85,ward,0.978469,3.138711,2.902652,64,192,59,104,0.5416666666666666,0.5416666666666666,1,199755,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=ward --cover-policy=off -Xgamma -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 64 --snap-policy=none --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,timing,once,natural-snake,natural photograph,natural,64,gamma,nearest,once,1.0,0.85,ward,0.978261,3.203103,2.958399,64,192,0,0,0.0,0.0,0,203857,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=ward --cover-policy=off -Xgamma -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 64 --snap-policy=nearest:timing=once:rate=1:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,timing,polish,natural-snake,natural photograph,natural,64,gamma,nearest,polish,1.0,0.85,ward,0.978261,3.203103,2.958399,64,192,0,0,0.0,0.0,0,203857,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=ward --cover-policy=off -Xgamma -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 64 --snap-policy=nearest:timing=polish:rate=1:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,timing,merge,natural-snake,natural photograph,natural,64,gamma,nearest,merge,1.0,0.85,ward,0.978261,3.203103,2.958399,64,192,0,0,0.0,0.0,0,203857,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=ward --cover-policy=off -Xgamma -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 64 --snap-policy=nearest:timing=merge:rate=1:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,timing,resolve,natural-snake,natural photograph,natural,64,gamma,nearest,resolve,1.0,0.85,ward,0.977103,3.247503,2.924923,64,192,0,0,0.0,0.0,0,203544,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=ward --cover-policy=off -Xgamma -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 64 --snap-policy=nearest:timing=resolve:rate=1:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,timing,all,natural-snake,natural photograph,natural,64,gamma,nearest,all,1.0,0.85,ward,0.97798,3.259987,2.904416,64,192,0,0,0.0,0.0,0,205904,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=ward --cover-policy=off -Xgamma -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 64 --snap-policy=nearest:timing=all:rate=1:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,timing,off,natural-snake,natural photograph,natural,64,linear,none,off,0.0,0.85,ward,0.97975,3.472672,3.92615,64,192,58,111,0.578125,0.578125,1,201973,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=ward --cover-policy=off -Xlinear -Wlinear --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 64 --snap-policy=none --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,timing,once,natural-snake,natural photograph,natural,64,linear,nearest,once,1.0,0.85,ward,0.978645,3.432822,3.814929,64,192,0,0,0.0,0.0,0,204140,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=ward --cover-policy=off -Xlinear -Wlinear --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 64 --snap-policy=nearest:timing=once:rate=1:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,timing,polish,natural-snake,natural photograph,natural,64,linear,nearest,polish,1.0,0.85,ward,0.978645,3.432822,3.814929,64,192,0,0,0.0,0.0,0,204140,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=ward --cover-policy=off -Xlinear -Wlinear --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 64 --snap-policy=nearest:timing=polish:rate=1:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,timing,merge,natural-snake,natural photograph,natural,64,linear,nearest,merge,1.0,0.85,ward,0.978645,3.432822,3.814929,64,192,0,0,0.0,0.0,0,204140,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=ward --cover-policy=off -Xlinear -Wlinear --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 64 --snap-policy=nearest:timing=merge:rate=1:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,timing,resolve,natural-snake,natural photograph,natural,64,linear,nearest,resolve,1.0,0.85,ward,0.979542,3.480679,3.968478,64,192,0,0,0.0,0.0,0,205625,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=ward --cover-policy=off -Xlinear -Wlinear --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 64 --snap-policy=nearest:timing=resolve:rate=1:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,timing,all,natural-snake,natural photograph,natural,64,linear,nearest,all,1.0,0.85,ward,0.979199,3.405771,3.840449,64,192,0,0,0.0,0.0,0,205724,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=ward --cover-policy=off -Xlinear -Wlinear --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 64 --snap-policy=nearest:timing=all:rate=1:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,timing,off,natural-snake,natural photograph,natural,64,oklab,none,off,0.0,0.85,ward,0.982772,3.55206,3.570824,64,192,61,116,0.6041666666666666,0.6041666666666666,1,210768,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=ward --cover-policy=off -Xoklab -Woklab --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 64 --snap-policy=none --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,timing,once,natural-snake,natural photograph,natural,64,oklab,nearest,once,1.0,0.85,ward,0.984965,3.461762,3.642523,64,192,0,0,0.0,0.0,0,209525,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=ward --cover-policy=off -Xoklab -Woklab --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 64 --snap-policy=nearest:timing=once:rate=1:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,timing,polish,natural-snake,natural photograph,natural,64,oklab,nearest,polish,1.0,0.85,ward,0.984965,3.461762,3.642523,64,192,0,0,0.0,0.0,0,209525,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=ward --cover-policy=off -Xoklab -Woklab --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 64 --snap-policy=nearest:timing=polish:rate=1:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
85a2674e53a2d7b75c6944b5a87b04ee9ea182b1,macOS-26.5.1-arm64-arm-64bit,timing,merge,natural-snake,natural photograph,natural,64,oklab,nearest,merge,1.0,0.85,ward,0.984965,3.461762,3.642523,64,192,0,0,0.0,0.0,0,209525,{img2sixel} --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1:binbits=6 --merge-policy=ward --cover-policy=off -Xoklab -Woklab --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=none --palette-type=rgb -p 64 --snap-policy=nearest:timing=merge:rate=1:channel_l=0.85 --mapfile-output=act:{palette} {input},{lsqa} '--loaders=builtin!' {input} -
